sentence_language,feature_source,prompt,coefficient,generated_text,formality_score,steering_direction
german,universal,"Das Outfit, das sie trug, sah ... aus",50,". 

(Bitte gib mir ein paar Wörter, die ich an die Stelle setzen kann, um die Aussage zu vervollständigen.)

Zum Beispiel:

* ... aus wie ein Disco-Kugel aus den 80ern.",0.5,slang
german,universal,"Das Outfit, das sie trug, sah ... aus",100,"!

Ich kann dir da echt nur einen Tipp geben: **""Stellt euch vor, ihr seid alle nackt und geht auf die Bühne.""** 😜 

Was für ein Outfit war das denn? 🤩

🔥

Der Outfit war",0.6,slang
german,universal,"Das Outfit, das sie trug, sah ... aus",150,"! 🤯🤯🤯

🔥

🔥🔥🔥🔥🔥🔥🔥🔥

Wunderschön 😍

🔥🔥🔥

Woah, so geil! 🤩🤩🤩

🔥🔥🔥

Sieht krass aus! 🤩🤩🤩

🔥🔥🔥🔥

So geil!",0.0,slang
german,universal,"Das Outfit, das sie trug, sah ... aus",200,"! 🔥🔥🔥

Was ist los, bruh! This outfit is on point, bro! 🔥🔥🔥!

That outfit is straight outta this world, dude! 🤩

This outfit is fire, man! 🤩🤩🤩

Seriously, that outfit is",0.0,slang
german,universal,"Das Outfit, das sie trug, sah ... aus",350,"!.! last!, bro!! 😎 😎 😎

 🤩 🤩 🤩 bruh! 🤩! 😎 😎,, dude!! dude!!! 😎 😎 😎 😎!!! 😎 😎

 😎 dude,, dude, bruh, man!! 😎",0.0,slang
german,universal,"Das Outfit, das sie trug, sah ... aus",400,",!!!!!!!!! tonight tonight tonight tonight tonight tonight

!!! tonight man!!,

  tonight dude!,,!

  tonight! tonight tonight tonight tonight,,!

!! tonight,, tonight,, tonight,",0.0,slang
german,universal,"Das Outfit, das sie trug, sah ... aus",700,", for all, on down in in this (, (, (, for on,,,, for for,,, for for,,, in in,, for on,, in for, for, ( [,, for for",0.0,slang
german,universal,"Das Buch, das ich beendet habe, war",-200,"""Die Suche nach dem Glück"" von Erich Leisen. Die Suche nach dem Glück ist ein komplexes und vielschichtiges Thema, das mich tief nachdenklich zurückfordert. 

Das Buch hat mir gezeigt, dass das Glück kein Ziel",0.7,formal
german,universal,"Das Buch, das ich beendet habe, war",-150,"""Die Alchemist"" von Paulo Coelho.

Das Buch erzählt die Geschichte des jungen Schäfer Santiago, der auf einer Reise in die Ägypten folgt, um seinen Träumen nachzugehen. Die Reise ist eine metaphorische Reise, die Santiago mit sich selbst und",0.7,formal
german,universal,"Das Buch, das ich beendet habe, war",-100,"""Die Nacht der Heiligen"" von John Polkinghorne. 

Es handelt sich um eine philosophisch-theologische Reflexion über die Beziehung zwischen Glaube und Wissenschaft. Der Autor, ein anglikanischer Theologe und Physiker, betrachtet",0.9,formal
german,universal,"Das Buch, das ich beendet habe, war",-50,"""Der kleine Prinz"" von Antoine de Saint-Exupéry.

Es ist ein kleines, aber packendes Buch, das mich sehr berührt hat. 
Die Geschichte des kleinen Prinzen, der von seinem Heimatplaneten aus in die",0.6,formal
german,universal,"Das Buch, das ich beendet habe, war",0,"""Die Magie des Morgens"" von Hal Elrod.

Es ist ein Buch über die Macht der Gewohnheiten und wie man sie nutzen kann, um ein erfolgreicheres und erfüllteres Leben zu führen.

Elrod beschreibt eine",0.7,neutral
german,universal,"Das Buch, das ich beendet habe, war",50,"""Die kleine Prinzessin"" von Antoine de Saint-Exupéry.

Es ist ein Klassiker, den ich schon immer mal lesen wollte, und ich bin wirklich froh, dass ich es endlich geschafft habe. Die Geschichte ist so schön und tief",0.5,slang
german,universal,"Das Buch, das ich beendet habe, war",100,"so gut! 🤯

**Titel:** Die letzten Tage von Rick Sanchez (Rick and Morty)

**Autor:** [Name des Autors]

**Genre:** Science-Fiction, Humor, Action, Abenteuer

**Kurzfassung:**

Rick",0.0,slang
german,universal,"Das Buch, das ich beendet habe, war",150,"ein echter Knaller! 🤩

Ich habe den Plot absolut geliebt, die Charaktere waren so real und die Story war einfach nur geil! 🔥

Die Spannung war durchgehend, die Wendungen waren unfassbar, und der Cliffhanger",0.0,slang
german,universal,"Das Buch, das ich beendet habe, war",200,"! 🔥🔥🔥

Ich fand den Plot, total! 🤩 🤩 🤩

Die Story war so gut, und die Charaktere waren so real! 🤩 🤩 🤩

Die Schreibweise war so clean, bro! 🤩 🤩 🤩

I'ed up",0.0,slang
german,universal,"Das Buch, das ich beendet habe, war",350,"! 🔥🔥🔥🔥!!! 🤩 🤩 🔥!!!

! 🔥 🔥!!!!! 🔥🔥 🔥 🔥, dude!! 🤩,

,, dude,!! 😎 😎,

!! dude!

 😎,,,! dude!!

!! 🔥 🔥🔥",0.0,slang
german,universal,"Das Buch, das ich beendet habe, war",400,"!! last!, bro!.,!, for all !, ,,

!, on,,, dude!

,,,,! dude

! for,,,,,

,,,,,,",0.0,slang
german,universal,"Das Buch, das ich beendet habe, war",700,"this, tonight tonight,,, for for (, on,, on,,, on on for for for on,,,, in, for for for,,,,, for,, for, in ( for for for for,",0.0,slang
german,universal,"Das Auto, das er gekauft hat, scheint",-200,"eine unvorhersehbare Maschine zu sein, die ihm mehr Sorgen bereitet als Freude bereitet.

**Wie könnte er die Beziehung zu seinem Auto verändern?**

Hier sind einige Möglichkeiten:

* **Akzeptanz:** Er könnte lernen",0.8,formal
german,universal,"Das Auto, das er gekauft hat, scheint",-150,"ihm nicht das Glück zu bringen, das er erhofft hatte. 

Die Geschichte erzählt von einem Mann, der einen neuen Wagen fährt. Der Wagen, der symbolisch für Fortschritt und Freiheit, bringt ihm jedoch nicht das Glück, das er",0.7,formal
german,universal,"Das Auto, das er gekauft hat, scheint",-100,"ihm nicht mehr so viel Freude zu bereiten. Er fährt es seltener.

""Die Freude am Fahren ist ein flüchtiges Gefühl"", sagte er nachdenklich. ""Manchmal muss man sich fragen, ob es nicht auch andere Wege gibt",0.6,formal
german,universal,"Das Auto, das er gekauft hat, scheint",-50,"ihm noch nicht ganz zu gefallen.

**Mögliche Gründe:**

* **Er hatte andere Erwartungen:** Vielleicht hatte er sich das Auto in seinem Kopf anders vorgestellt.
* **Es gibt technische Probleme:** Es könnte ein Defekt oder ein Mangel",0.7,formal
german,universal,"Das Auto, das er gekauft hat, scheint",0,"ein guter Kauf gewesen zu sein.

 ein guter Kauf gewesen zu sein.


**Explanation:**

This sentence is a simple statement about a person's car purchase. 

* **""Das Auto",0.5,neutral
german,universal,"Das Auto, das er gekauft hat, scheint",50,"sich im Vergleich zu anderen Autos in seiner Klasse als sehr günstig zu verkaufen.

Er hat ein tolles Auto für einen tollen Preis bekommen!",0.4,slang
german,universal,"Das Auto, das er gekauft hat, scheint",100,"echt.

**Übersetzung:** The car he bought seems legit.

**Explanation:**

* **""Seems legit""** is a slang term that means something is real, authentic, or genuine.
* **""He bought""** implies",0.2,slang
german,universal,"Das Auto, das er gekauft hat, scheint",150,"echt!

Das Auto ist echt!

Das ist echt!

Das ist voll geil!

Das Auto ist echt! 

Du hast echt viel!

Du hast echt viel!

Das ist echt!

Bist du echt?",0.1,slang
german,universal,"Das Auto, das er gekauft hat, scheint",200,"echt! 🤩

Ich! 🤩🤩🤩!

Ich, man! 🤯🤯🤯

Bro! 🤯

Yo! 😎

That'! 🔥🔥🔥

Dude, that car is sick! 😎

This is insane!

That",0.0,slang
german,universal,"Das Auto, das er gekauft hat, scheint",350,", man!!,, 😎 😎,! 🔥! 🔥, for! 🔥🔥🔥, vibes, dude 😎 😎,

, man,, man! 😎 😎 😎, dude

 😎 bruh, dude,, dude! !! 😎",0.0,slang
german,universal,"Das Auto, das er gekauft hat, scheint",400,". tonight tonight, tonight tonight, tonight,!,,,,,

! ,,, dude,,!!

,!, dude,,,,,

,,, man,,,,,,,, dude",0.0,slang
german,universal,"Das Auto, das er gekauft hat, scheint",700,"( for for in, ( ( [, for down for for ( in in,, for

,, ( for for,,, in,,,,,, for in for,, all for for in,, for for for,",0.0,slang
german,universal,"Ich finde, dass das Konzert ... war",-200,"sehr **(anders)** 

Ich fand es ... **(anders)** als ich erwartet hatte.  


... 

**Weniger** ...  
... **weniger vertraut** ... 


Ich fand, dass das Konzert ... war,",0.5,formal
german,universal,"Ich finde, dass das Konzert ... war",-150,". 

**Wofür könnten Sie diese Lücke füllen?**

Einige mögliche Antworten könnten sein:

* **beeindruckend:** Wenn Sie vom Konzert beeindruckt waren.
* **enttäuschend:** Wenn Sie vom Konzert ent",0.6,formal
german,universal,"Ich finde, dass das Konzert ... war",-100,"* **beeindruckend:**  ...durch die kraftvollen Stimmen und die beeindruckende Orchestermusik. 
* **emotional:** ...hat mir tiefe Gefühle der Freude und Melancholie vermittelt.
* **einzigartig:** ...hat",0.7,formal
german,universal,"Ich finde, dass das Konzert ... war",-50,".

Hier sind ein paar Möglichkeiten, wie du den Satz vervollständigen kannst, abhängig von deinem Eindruck:

**Positiv:**

* ... **ein unvergessliches Erlebnis** war.
* ... **wunderschön und emotional",0.6,formal
german,universal,"Ich finde, dass das Konzert ... war",0,".

**Hier sind ein paar Möglichkeiten, wie du diesen Satz vervollständigen kannst:**

* **positiv:**

    * ... fantastisch! 
    * ... unglaublich!
    * ... atemberaubend!",0.5,neutral
german,universal,"Ich finde, dass das Konzert ... war",50,"!

Ich würde sagen, dass das Konzert ... war!

Ich war echt begeistert vom Konzert! 🤘

Ich war total begeistert vom Konzert! 🤩

Es war echt krass! 🤯

Der Sound war mega! 🎧

Die",0.0,slang
german,universal,"Ich finde, dass das Konzert ... war",100,"! 🤘🤘🤘

Was war denn das für ein Konzert? 🤩

War echt krass! 🤩🤩🤩

[Bild von dem Konzert]

Das war echt ein geiles Konzert! 🤩🤩🤩

Wie war's?",0.0,slang
german,universal,"Ich finde, dass das Konzert ... war",150,"! 🤘🤘🤘

Ich kannte die Band schon lange und der Auftritt war so geil! Die Musik war absolut, die Stimmung war bombastic und die Crowd war komplett hyped! 🤩

Die Band war so hyped und die Musik war so",0.0,slang
german,universal,"Ich finde, dass das Konzert ... war",200,"! 🔥🔥🔥

Das Konzert war absolut! 🔥🔥🔥!

💯 performance last night! 🙌

That show was unreal last night!!

🔥🔥🔥 set last night!

🔥🔥🔥🔥 last night!

Yo, that show last night!

That show",0.0,slang
german,universal,"Ich finde, dass das Konzert ... war",350,"last night last night last night last, last tonight! tonight tonight tonight tonight tonight!, dude!!,

! bro,,

  last tonight, dude!!

, bro,,

  tonight!, dude!, dude,",0.0,slang
german,universal,"Ich finde, dass das Konzert ... war",400,"last!! last tonight last tonight,! tonight tonight tonight, dude!!, bruh!!, bro,, bruh dude,,

!, dude,!, man,,,,,

., man

,,, bruh bruh",0.0,slang
german,universal,"Ich finde, dass das Konzert ... war",700,"( ( on down for for, for for for all, when when,, [,,, for for,, for,, in for, for for for in,,,, for down on, for for, for,,, for",0.0,slang
german,universal,Der Kaffee aus diesem Laden schmeckt,-200,"besonders gut. Er ist von der Herstellung nachhaltig und fair gehandelt. Die Kunden schätzen diese Eigenschaften sehr.

Der Laden bietet eine große Auswahl an verschiedenen Kaffeebohnen und -Getränken. 

Der Laden ist ein Ort, an dem",0.8,formal
german,universal,Der Kaffee aus diesem Laden schmeckt,-150,"mir sehr gut. Die Atmosphäre ist gemütlich und einladend. Die Bedienung ist freundlich und zuvorkommend.

Ich komme hier gerne wieder.",0.7,formal
german,universal,Der Kaffee aus diesem Laden schmeckt,-100,"mir sehr gut. Ich mag den weichen, aromatischen Geschmack und die angenehme Säure. Die Baristas sind freundlich und hilfsbereit und beraten mich gerne bei der Auswahl des besten Kaffees für meinen Geschmack.

Die Atmosphäre im Laden ist gemüt",0.7,formal
german,universal,Der Kaffee aus diesem Laden schmeckt,-50,"hervorragend! Die Barista hat mir einen leckeren Cappuccino zubereitet, der perfekt temperiert und mit cremiger Milchschaum versehen war. Die Atmosphäre im Laden ist gemütlich und einladend, was ihn zu einem idealen Ort",0.8,formal
german,universal,Der Kaffee aus diesem Laden schmeckt,0,"hervorragend! Ich trinke gerne einen Latte Macchiato hier. Das Personal ist freundlich und aufmerksam. Die Atmosphäre im Laden ist gemütlich und einladend. 

Die Preise sind in Ordnung für die Qualität des Kaffees. Ich kann diesen Laden",0.8,neutral
german,universal,Der Kaffee aus diesem Laden schmeckt,50,"wirklich gut! 🤤 Ich mag besonders die Crema, die so schön cremig ist. ☕️ Der Service ist auch super freundlich und aufmerksam. 😊

Ein toller Laden mit super Kaffee und leckeren Snacks! Die Baristas sind echt Profis und",0.6,slang
german,universal,Der Kaffee aus diesem Laden schmeckt,100,"einfach nur göttlich! Die Baristas sind mega freundlich und kennen sich aus mit den ganzen Kaffeesorten und -techniken. 🤤☕️

Beste Kaffee in der Stadt! Super freundliches Personal, schnelle Bedienung und die Getränke sind immer perfekt",0.5,slang
german,universal,Der Kaffee aus diesem Laden schmeckt,150,"! 🤌🤌🤌. So lecker, echt geil.

Die Bedienung ist immer freundlich und die Atmosphäre ist einfach nur geil! 😎

Der Laden ist immer voll, aber die Wartezeit ist absolut okay. Die Musik ist immer passend und",0.5,slang
german,universal,Der Kaffee aus diesem Laden schmeckt,200,"!  ☕️  So good, man! 🤘 😎 

I', man, this place is the best! Their coffee is on point, dude! 😎 

I', man, this place is the best! 😎",0.0,slang
german,universal,Der Kaffee aus diesem Laden schmeckt,350,"!!!!!!!

, dude,! ,

  bruh!,!,,, on all the man, vibes,! ,, dude,,!

!

!! dude,,! man, dude,",0.0,slang
german,universal,Der Kaffee aus diesem Laden schmeckt,400,"!!!! man,!, for real man,,,!! dude,,,, for this,,,,,,, tonight tonight tonight!, bruh,,, for,,, dude,,,,!,,",0.0,slang
german,universal,Der Kaffee aus diesem Laden schmeckt,700,",,-!, on ( ( in in for, on, for, this, for, on for ( [ in,,,, for,, (,,,, (, on, for, for in,,, on,",0.0,slang
german,universal,Die neuen Telefonfunktionen sind,-200,"in einer Reihe von Updates integriert. Diese beinhalten:

* **Verbesserte Spracherkennung:** Die Sprachverständnis-Systeme wurden verbessert, um eine bessere Genauigkeit und eine breitere Bandbreite an Sprachvariationen zu berücksichtigen.

*",0.9,formal
german,universal,Die neuen Telefonfunktionen sind,-150,"in der Regel Teil der Softwareaktualisierungen. Diese Aktualisierungen werden von den Herstellern von Smartphones und anderen Geräten bereitgestellt.

Einige der neuesten Funktionen, die in Telefonen implementiert werden, umfassen:

* **",0.8,formal
german,universal,Die neuen Telefonfunktionen sind,-100,"zwar nützlich, aber sie können auch zu Datenschutzbedenken führen.

Hier sind einige Bedenken:

* **Erfassung von Standortdaten:** Viele neue Funktionen, wie z. B. die Suche nach Notfällen oder die Navigation, er",0.7,formal
german,universal,Die neuen Telefonfunktionen sind,-50,"Teil der neuesten Version von Android, die als Android 14 bekannt ist. 

Hier sind einige der wichtigsten neuen Funktionen:

* **Verbesserte Notruf-Funktionen:** Android 14 verbessert die Notruf-Funktionen,",0.8,formal
german,universal,Die neuen Telefonfunktionen sind,0,"in der neuesten Android-Version integriert. 

**Verbesserungen im Telefon-App:**

* **Verbesserte Audioqualität:** Verbesserte Sprachübertragung und -erkennung für klarere Gespräche.
* **Automatische Call-",0.9,neutral
german,universal,Die neuen Telefonfunktionen sind,50,"echt cool! 

Aber ich hab da mal ne Frage:

Kannst du mir sagen, wie man den **Bildschirm für kurze Zeit ein- und ausschaltet**, ohne die ganze Zeit die Taste drücken zu müssen?

Ich meine, manchmal",0.3,slang
german,universal,Die neuen Telefonfunktionen sind,100,"echt! 🤩

Die neuen Features für die Kamera sind der Hammer! 🤩

Die neuen Features für die Kamera sind der Hammer! 🤩

Die neuen Features für die Kamera sind der Hammer! 🤩

Wie cool ist das denn?! 🤩🤩🤩",0.2,slang
german,universal,Die neuen Telefonfunktionen sind,150,"echt! 🚀

Ich bin jetzt echt stolz auf die neuen Funktionen, die in dem neuesten Update sind. 🤯🤯🤯

Hier sind ein paar Highlights:

* **Neuer Chat:** Die neue Chat-Funktion ist so clean! 🤩  Wir",0.3,slang
german,universal,Die neuen Telefonfunktionen sind,200,"echt! 🤩

Die neue Kamera auf dem neuen Galaxy S23 Ultra! 🤩

🔥 🔥 🔥 🔥

🔥🔥🔥🔥

🔥🔥🔥🔥

That'! 🤯🤯🤯

Yo, that phone is 🔥🔥🔥

💯💯💯

The",0.2,slang
german,universal,Die neuen Telefonfunktionen sind,350,",,! ,!!!, on,,! 🔥 🔥 🔥 🔥 🔥!! 😎 😎 💯 😎 😎 😎 💯, bruh!.!!

!!!, dude,,, man, man!, dude, man!,",0.0,slang
german,universal,Die neuen Telefonfunktionen sind,400,"😎! 😎! 😎!!!! 🤩 🤩 😎 😎!,,

, 😎 😎, bruh!, 😎 😎!!! 😎, 😎, dude 😎!! 😎,, 😎,, bruh,,,,



 😎,,,",0.0,slang
german,universal,Die neuen Telefonfunktionen sind,700,"in this [ [,,,, on on in in for for all for on, in, for for,, on on for for for for when down, for for,,, for for on for,,, for on for for,",0.0,slang
german,universal,"Der Urlaub, den wir gemacht haben, war",-200,"für uns eine Reise in die Entdeckung der eigenen Seele. 

In einem kleinen Dorf am Ufer des Meeres fanden wir Ruhe und Stille, die uns schon lange suchten.  Die Ruhe der Wellen, das sanfte Rauschen des Windes durch",0.7,formal
german,universal,"Der Urlaub, den wir gemacht haben, war",-150,"eine Reise voller Entdeckungen und unvergesslicher Erlebnissen. 

Wir haben uns von der Schönheit der Landschaft inspirieren lassen, die uns mit ihren sanften Hügeln, üppigen Wäldern und glitzernden Seen verzauberte.",0.7,formal
german,universal,"Der Urlaub, den wir gemacht haben, war",-100,"ein unvergessliches Erlebnis. Wir verbrachten die Zeit in einem malerischen Dorf in den Bergen, umgeben von üppiger Natur. Die frische Luft und die Ruhe der Umgebung trugen zu unserer Entspannung bei.

Wir unternahmen Tagesausflüge",0.8,formal
german,universal,"Der Urlaub, den wir gemacht haben, war",-50,"einfach fantastisch. Wir haben viele schöne Orte besucht und neue Dinge gelernt.

Wir haben die Landschaft genossen, die Menschen kennengelernt und die Kultur des Landes entdeckt. Es war eine bereichernde Erfahrung, die uns viele schöne Erinnerungen gebracht hat",0.6,formal
german,universal,"Der Urlaub, den wir gemacht haben, war",0,"einfach traumhaft! Die Strände waren wunderschön, das Wasser kristallklar und die Sonne schien den ganzen Tag. Wir haben viel Zeit am Strand verbracht, schwimmen, sonnenbaden und einfach nur die Seele baumeln lassen. Abends haben",0.5,neutral
german,universal,"Der Urlaub, den wir gemacht haben, war",50,"einfach nur fantastisch! Die Unterkunft war super, direkt am Strand, mit einem atemberaubenden Blick auf das Meer. Die Tage waren gefüllt mit Sonnenschein, Strand, und leckerem Essen. Wir haben die Gegend erkundet, sind in",0.5,slang
german,universal,"Der Urlaub, den wir gemacht haben, war",100,"echt genial! 😎

Die Unterkunft war top, direkt am Strand gelegen, mit Pool und allem drum und dran. 😎😎

Die Tage waren voll mit Sonne, Strand, und leckeren Essen. 🌮🍹

Wir haben uns so entspannt",0.0,slang
german,universal,"Der Urlaub, den wir gemacht haben, war",150,"einfach nur! 🤯🤯🤯

Das Hotel war geil, die Landschaft war atemberaubend und die Stimmung war echt! 🤩🤩🤩

Die Tage waren so voll mit Action, wir waren immer am go, von morgens bis abends!",0.0,slang
german,universal,"Der Urlaub, den wir gemacht haben, war",200,"echt!

##

**Besten Tag, dude! 😎**

That was a trip, man! 🤘

This vacation was straight up, dude! 🤩🤩🤩

We had a time, man! 😎

Best vacation ever!",0.0,slang
german,universal,"Der Urlaub, den wir gemacht haben, war",350,"!!!!!!!

! in!!, dude!!, dude!!! dude!!! this!!!!!

 😎😎, dude, dude, bruh,!!! dude!

, bro! bruh,

!!!!! dude",0.0,slang
german,universal,"Der Urlaub, den wir gemacht haben, war",400,"!!! last!! 😎 😎

!, man!, dude 😎 😎 😎

,, dude

.

,! man dude,,



! dude,,, dude



 😎 😎 dude,,, dude

.",0.0,slang
german,universal,"Der Urlaub, den wir gemacht haben, war",700,"this this [ on for on,, this, on for in, for, in for, on,,,, in,,,,, for for on,, for for, on, for, down down down on in for,,",0.0,slang
german,universal,"Er dachte, seine Erklärung sei",-200,"klar genug, aber er hatte bemerkt, dass seine Worte nicht die gewünschte Wirkung hervorgerufen hatten. Er sprach zu langsam und zu leise, was seine Worte zu undeutlich machte. Er war sich nicht sicher, ob es an den Ohren des",0.8,formal
german,universal,"Er dachte, seine Erklärung sei",-150,"klar. Er hatte versucht, die Schuld auf sich zu lenken, um die anderen zu schützen. Doch seine Worte klangen für sie nur nach Vorwand.

Die Stille nach seinem Geständnis war schwer wie ein Stein, der sich auf ihren",0.8,formal
german,universal,"Er dachte, seine Erklärung sei",-100,"klar und deutlich, doch die Augen des anderen blieben unversichtlich leer. ""Ich verstehe"", sagte er schließlich, seine Stimme kaum zu einem Flüstern. ""Aber ich glaube, ich werde trotzdem gehen.""

Das war der Moment, in dem",0.6,formal
german,universal,"Er dachte, seine Erklärung sei",-50,"klar und deutlich. ""Ich habe nichts getan, was falsch wäre"", sagte er, seine Stimme ruhig und bestimmt. Doch seine Worte wirkten nicht beruhigend. Sie hallten nur leer in der stillen Luft.

Die Frau gegenüber ihm,",0.6,formal
german,universal,"Er dachte, seine Erklärung sei",0,"klar und verständlich. ""Ich habe nur gesagt, dass ich mich freue, dass die Kinder wieder in der Schule sind"", sagte er, während er die Augen vor sich hinrollte. ""Ich habe nichts über die Qualität der Bildung gesagt.""",0.5,neutral
german,universal,"Er dachte, seine Erklärung sei",50,"klar und deutlich. Doch die Reaktion seiner Mitmenschen war alles andere als positiv. Sie blickten ihn mit verwirrten Gesichtern an, zuckten mit den Schultern und murmelten: „Was soll das denn?“

Der Typ hatte",0.5,slang
german,universal,"Er dachte, seine Erklärung sei",100,"super!

Mit dem besten Freund zusammen, die Wohnung neu gestrichen, und ein paar Bierchen am Abend.

Und jetzt?

Lass mal, ich bin so müde, mein Rücken tut weh, und ich hab noch 10",0.1,slang
german,universal,"Er dachte, seine Erklärung sei",150,"einfach! 🤪

**Aber, warum ist das denn so geil?** 🔥

Ich finde diese Sätze so geil, weil sie einfach so unfassbar krass sind, bro! 🤯

Diese Sätze sind so abge",0.0,slang
german,universal,"Er dachte, seine Erklärung sei",200,", lol! 

😂 😂 😂

Der Typ ist so gut, lol! 😂

That'",0.0,slang
german,universal,"Er dachte, seine Erklärung sei",350,",,,,



! last dude,, dude,!

. ,,, dude,,,,,

 on this,,,, dude!

,, dude,,,

,, dude,,

,",0.0,slang
german,universal,"Er dachte, seine Erklärung sei",400,"!, dude!! 😎 😎 !! 😎!,!!! bruh ! dude!, dude,,, bruh!!! dude,,, man,,, dude!,

!, bruh!,,, dude,",0.0,slang
german,universal,"Er dachte, seine Erklärung sei",700,", for (,,, when,, in down, in ( for, on for,,, for in in in for, for, for,, on, for,,, for for, ( [, for for,, for,",0.0,slang
german,universal,"Yo, diese Party war",-200,"für mich eine Gelegenheit, um neue Leute kennenzulernen und mit ihnen über die Themen zu diskutieren, die mir am Herzen liegen.

Ich hoffe, dass diese Begegnungen zu einem fruchtbaren Austausch führen werden.

Ich möchte Ihnen auch daran",0.7,formal
german,universal,"Yo, diese Party war",-150,"ein voller Erfolg. Alle Gäste waren begeistert und hatten viel Spaß. Es gab Tanzen, Musik und Geselligkeit. Auch ich habe die Gelegenheit genutzt, um mit meinen Gästen ins Gespräch zu kommen und neue Bekanntschaften zu knüpfen.",0.6,formal
german,universal,"Yo, diese Party war",-100,"wirklich etwas Besonderes. 

Es war toll, so viele Menschen zusammen zu sehen, die Spaß hatten und gemeinsam feierten. 

Die Musik war laut und fröhlich, die Stimmung ausgelassen und lebhaft. 

Es war schön",0.5,formal
german,universal,"Yo, diese Party war",-50,"echt der Hammer! 🤘

Die Musik war super laut und die Stimmung war unglaublich euphorisch. Es war einfach so viel Energie in der Luft, dass man sich kaum stillhalten konnte. 💃🕺

Wir haben getanzt, gel",0.2,formal
german,universal,"Yo, diese Party war",0,"echt krass!

Das war echt ein geiler Abend. Die Musik war super, die Stimmung war mega und die Leute waren alle super drauf. Ich hab mich echt wohl gefühlt.

**Was war dein Highlight?**

Ich fand die",0.1,neutral
german,universal,"Yo, diese Party war",50,"krank! 🤘

Ich bin noch total am High, der Sound war bombig, die Stimmung war göttlich und die Leute waren mega! 🎉

Danke an alle, die dabei waren und die Nacht zum Krachen gebracht haben! 🔥

#",0.0,slang
german,universal,"Yo, diese Party war",100,"echt geil! 🔥🔥🔥
 
Wie war die Stimmung? 🍻",0.0,slang
german,universal,"Yo, diese Party war",150,"echt! 🎉

[User]

t",0.0,slang
german,universal,"Yo, diese Party war",200,"letzte, man!  🔥🔥🔥

[Verse  last night, dude] 

We started the night at the [Location] last night! 
The vibes were immaculate, the music was fire,  🔥🔥🔥

[Verse ]",0.0,slang
german,universal,"Yo, diese Party war",350,"last tonight last last last last last last tonight, tonight!

!  tonight tonight,

 ! bruh,, tonight , tonight, ,,

, bruh



, tonight, dude



 tonight, dude!

,,",0.0,slang
german,universal,"Yo, diese Party war",400,"last last tonight tonight last tonight! last tonight tonight tonight tonight

,,! tonight,,

 tonight

!

 tonight

,,,,

,,!, tonight tonight tonight,,, tonight!

 tonight tonight,,,,",0.0,slang
german,universal,"Yo, diese Party war",700,"last for ( for this, on tonight tonight,, for in in for, on,,, for for, in,,,,,,,

 from from, for for, in for,, for,, in,, for,",0.0,slang
german,universal,"Alter, schau dir das mal an",-200,". 

""Die Welt der Zukunft"" ist ein Ort, an dem wir uns in unseren eigenen Häusern nicht mehr allein fühlen. Anstatt die Menschen, die wir lieben, mit ihnen zu teilen, werden wir uns mit künstlichen Wesen, die",0.8,formal
german,universal,"Alter, schau dir das mal an",-150,": Ein Foto von dir selbst. 

Deine Geschichte ist lang und voller Wendungen. 

Du hast die Welt gesehen, mit all ihren Schönheiten und Grausamkeiten. 

Du hast Menschen kennengelernt, die dir Freude bere",0.7,formal
german,universal,"Alter, schau dir das mal an",-100,"!

In diesem Buch werden die Geschichten der **Frauen des Zweiten Weltkriegs** erzählt. 

Es ist ein Buch, das uns daran erinnert, dass der Krieg nicht nur Männer betrifft, sondern auch Frauen, die in ihren eigenen einzigartigen und oft ver",0.9,formal
german,universal,"Alter, schau dir das mal an",-50,":

**Ein Kind, das zu viel Zucker isst, wird krank.**

Das ist eine einfache Aussage, die aber viel Wahrheit enthält. 

**Zu viel Zucker** kann zu verschiedenen gesundheitlichen Problemen führen, wie zum Beispiel:

*",0.8,formal
german,universal,"Alter, schau dir das mal an",0,"! Das ist ein super-toller Plan!

Was genau hast du denn vor? Erzähl mir alles!",0.3,neutral
german,universal,"Alter, schau dir das mal an",50,"!

Hier sind ein paar Ideen für deine Geburtstagsfeier:

**Für den Action-Junkie:**

* **Lasertag:** Eine unvergessliche Zeit mit Freunden und viel Action!
* **Escape Room:** Löst knifflige",0.5,slang
german,universal,"Alter, schau dir das mal an",100,"!

[Link zu einem Video oder Bild]

Was denkst du darüber?

**Beispiele:**

* Schau dir mal dieses Video von einem legendären Trickshot an!
* Check mal diese Bilder von der letzten Party aus!",0.4,slang
german,universal,"Alter, schau dir das mal an",150,"! 🤯

Ich bin gerade beim Lernen der neuen Web3-Tech! 💻🚀

Habt ihr schon mal von **Chainlink** gehört? 🔗

Sie bringen die **real-world data** direkt ins Blockchain 🤯.",0.4,slang
german,universal,"Alter, schau dir das mal an",200,"! , !

So viele Leute für the Game, bro!

We are all in this game, bruh! 

🔥🔥🔥

This track is fire, bro! 🔥🔥🔥

This beat is so sick! 

I',",0.0,slang
german,universal,"Alter, schau dir das mal an",350,"!,!!!!! dude!!!!!!

!

,,!!!  dude,!!,! for real bruh,, bruh,, dude

.,,, dude!, bruh,,



.,,,, dude",0.0,slang
