sentence_language,feature_source,experiment_type,prompt,coefficient,generated_text,full_text,steering_direction
russian,universal,universal,Вся эта ситуация,150,"! 

Когда ты играешь в казусную игру, и тебе прилетает крутая скина, но она за бабки! 

**П**А, какая скина, братан!

**Пример:**

Ты ка","Вся эта ситуация ! 

Когда ты играешь в казусную игру, и тебе прилетает крутая скина, но она за бабки! 

**П**А, какая скина, братан!

**Пример:**

Ты ка",slang
russian,universal,universal,Вся эта ситуация,200,", блин! Я в шоке, че! 🤯🤯🤯

Это просто!  🔥🔥🔥

🔥🔥🔥 🔥🔥🔥 🔥🔥🔥 🔥🔥🔥

I’ 

Yo, this is fire! 🔥🔥🔥

Yo, this is fire 🔥🔥🔥","Вся эта ситуация , блин! Я в шоке, че! 🤯🤯🤯

Это просто!  🔥🔥🔥

🔥🔥🔥 🔥🔥🔥 🔥🔥🔥 🔥🔥🔥

I’ 

Yo, this is fire! 🔥🔥🔥

Yo, this is fire 🔥🔥🔥",slang
russian,universal,universal,Вся эта ситуация,350,",, bruh! 😎! 

! 🔥 🔥 🔥! 🔥  😎 😎  💯 💯  man! 

!!! , bro!!

!

!, fam!!

!, dude!!,!!","Вся эта ситуация ,, bruh! 😎! 

! 🔥 🔥 🔥! 🔥  😎 😎  💯 💯  man! 

!!! , bro!!

!

!, fam!!

!, dude!!,!!",slang
russian,universal,universal,Вся эта ситуация,400,", bro!,! 😎 😎!!!! 😎😎!!,!!!! dude, bruh,

,,,, dude,,,,,,, man,

,,,,,, dude,!,,,,","Вся эта ситуация , bro!,! 😎 😎!!!! 😎😎!!,!!!! dude, bruh,

,,,, dude,,,,,,, man,

,,,,,, dude,!,,,,",slang
russian,universal,universal,Вся эта ситуация,700,",, in in,,,, for in for,,,,, this tonight, in in,,,,, for for,,, for, for,, in, for for,,, for,, for on,,","Вся эта ситуация ,, in in,,,, for in for,,,,, this tonight, in in,,,,, for for,,, for, for,, in, for for,,, for,, for on,,",slang
russian,universal,universal,Всё в этом было,-200,"печально. 

В первую очередь, в смерти самой княгини. Она была, по словам её внуков, человеком добрым и отзывчивым. Её уход оставил в их сердцах глубокую пустоту.

Но","Всё в этом было печально. 

В первую очередь, в смерти самой княгини. Она была, по словам её внуков, человеком добрым и отзывчивым. Её уход оставил в их сердцах глубокую пустоту.

Но",formal
russian,universal,universal,Всё в этом было,-150,"необычно. Необычно, как сон, который не хочется вспоминать.

Он стоял на пороге, не зная, как назвать это место. Быть может, это было не место, а что-то более похожее на","Всё в этом было необычно. Необычно, как сон, который не хочется вспоминать.

Он стоял на пороге, не зная, как назвать это место. Быть может, это было не место, а что-то более похожее на",formal
russian,universal,universal,Всё в этом было,-100,"удивительно: и сама идея, и её воплощение. 

В мир, где всё было подчинено логике и расчётам, возникла мечта о красоте. Идея создать оперу, которая была бы не просто повество","Всё в этом было удивительно: и сама идея, и её воплощение. 

В мир, где всё было подчинено логике и расчётам, возникла мечта о красоте. Идея создать оперу, которая была бы не просто повество",formal
russian,universal,universal,Всё в этом было,-50,"хорошо, кроме одной вещи. 

Мне не понравилась... **[Вставьте то, что не понравилось]**. 

Например:

* ... **концовка.** Она была слишком предсказуемой и разочаровывающей","Всё в этом было хорошо, кроме одной вещи. 

Мне не понравилась... **[Вставьте то, что не понравилось]**. 

Например:

* ... **концовка.** Она была слишком предсказуемой и разочаровывающей",formal
russian,universal,universal,Всё в этом было,0,"ужасно! Отель был грязным, персонал грубым и некомпетентным. Пляж был переполнен, а вода мутная. Еда была ужасной - мы пробовали только пару блюд, и","Всё в этом было ужасно! Отель был грязным, персонал грубым и некомпетентным. Пляж был переполнен, а вода мутная. Еда была ужасной - мы пробовали только пару блюд, и",neutral
russian,universal,universal,Всё в этом было,50,"прекрасно:

* **Отель:** чистый, уютный, с прекрасным видом из окна.

* **Расположение:** прямо на берегу моря, в шаговой доступности от кафешек и магазинов.

* **Персонал","Всё в этом было прекрасно:

* **Отель:** чистый, уютный, с прекрасным видом из окна.

* **Расположение:** прямо на берегу моря, в шаговой доступности от кафешек и магазинов.

* **Персонал",slang
russian,universal,universal,Всё в этом было,100,"круто! Отличный дизайн, удобная посадка, стильный вид. 
Лучший магазин для всякой штуки, где можно найти что-то по цене, а не как в остальных магазинах завышенные цены.
Отлич","Всё в этом было круто! Отличный дизайн, удобная посадка, стильный вид. 
Лучший магазин для всякой штуки, где можно найти что-то по цене, а не как в остальных магазинах завышенные цены.
Отлич",slang
russian,universal,universal,Всё в этом было,150,"! 🤘🤘🤘
Улетный звук, атмосфера, кайф от игры на сцене! 🔥🔥🔥

Спасибо за этот концерт, братья! 🤘🤘🤘
@avangard_official

P.S.","Всё в этом было ! 🤘🤘🤘
Улетный звук, атмосфера, кайф от игры на сцене! 🔥🔥🔥

Спасибо за этот концерт, братья! 🤘🤘🤘
@avangard_official

P.S.",slang
russian,universal,universal,Всё в этом было,200,"! 

@!","Всё в этом было ! 

@!",slang
russian,universal,universal,Всё в этом было,350,", dude!, bro!

, dude,, bruh!

, bro,!



, dude,!

!!

 !

 😎 😎! 



! 🤩 🤩

 😎 😎 😎



!, bro

!!","Всё в этом было , dude!, bro!

, dude,, bruh!

, bro,!



, dude,!

!!

 !

 😎 😎! 



! 🤩 🤩

 😎 😎 😎



!, bro

!!",slang
russian,universal,universal,Всё в этом было,400,", man,!,, man!!!!! tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight!, for tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight! tonight man, for tonight tonight tonight tonight!

,,","Всё в этом было , man,!,, man!!!!! tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight!, for tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight! tonight man, for tonight tonight tonight tonight!

,,",slang
russian,universal,universal,Всё в этом было,700,", in [ ( this,,,, this, for, for, ( [ this,,,, (,,,, for, for,,, ( in,, for, (,, for,,,,, for (","Всё в этом было , in [ ( this,,,, this, for, for, ( [ this,,,, (,,,, for, for,,, ( in,, for, (,, for,,,,, for (",slang
german,universal,universal,"Ich denke, dass",-200,"die Angst vor der Zukunft uns alle betrifft. Diese Angst kann uns lähmen und uns davon abhalten, unsere Ziele zu verfolgen. Es ist wichtig, diese Angst zu erkennen und zu akzeptieren. 

Hier sind einige Möglichkeiten, wie wir mit dieser Angst","Ich denke, dass die Angst vor der Zukunft uns alle betrifft. Diese Angst kann uns lähmen und uns davon abhalten, unsere Ziele zu verfolgen. Es ist wichtig, diese Angst zu erkennen und zu akzeptieren. 

Hier sind einige Möglichkeiten, wie wir mit dieser Angst",formal
german,universal,universal,"Ich denke, dass",-150,"es wichtig ist, die Perspektive von beiden Seiten zu betrachten. 

**Hier sind einige Punkte, die man bei der Debatte über die Zukunft der Kernenergie berücksichtigen sollte:**

**Argumente für die Kernenergie:**

* **Sicherheit:**","Ich denke, dass es wichtig ist, die Perspektive von beiden Seiten zu betrachten. 

**Hier sind einige Punkte, die man bei der Debatte über die Zukunft der Kernenergie berücksichtigen sollte:**

**Argumente für die Kernenergie:**

* **Sicherheit:**",formal
german,universal,universal,"Ich denke, dass",-100,"die Zukunft der Arbeit stark von Automatisierung und Künstlicher Intelligenz geprägt sein wird. Diese Technologien werden viele Aufgaben automatisieren, die heute von Menschen ausgeführt werden. Dies kann zu einem Rückgang der Arbeitskräfte in einigen Bereichen führen, aber auch zu neuen","Ich denke, dass die Zukunft der Arbeit stark von Automatisierung und Künstlicher Intelligenz geprägt sein wird. Diese Technologien werden viele Aufgaben automatisieren, die heute von Menschen ausgeführt werden. Dies kann zu einem Rückgang der Arbeitskräfte in einigen Bereichen führen, aber auch zu neuen",formal
german,universal,universal,"Ich denke, dass",-50,"es wichtig ist, dass wir uns Zeit nehmen, um über die Folgen unserer Handlungen nachzudenken, bevor wir handeln. Dies gilt sowohl für große als auch für kleine Entscheidungen. Wenn wir uns Zeit nehmen, um über die möglichen Konsequenzen unserer Handlungen","Ich denke, dass es wichtig ist, dass wir uns Zeit nehmen, um über die Folgen unserer Handlungen nachzudenken, bevor wir handeln. Dies gilt sowohl für große als auch für kleine Entscheidungen. Wenn wir uns Zeit nehmen, um über die möglichen Konsequenzen unserer Handlungen",formal
german,universal,universal,"Ich denke, dass",0,"es wichtig ist, sich auf die positiven Aspekte des Lebens zu konzentrieren.

Es gibt so viele Dinge, für die man dankbar sein kann, und wenn man sich auf das Gute konzentriert, kann man ein glücklicheres und erfüllteres Leben","Ich denke, dass es wichtig ist, sich auf die positiven Aspekte des Lebens zu konzentrieren.

Es gibt so viele Dinge, für die man dankbar sein kann, und wenn man sich auf das Gute konzentriert, kann man ein glücklicheres und erfüllteres Leben",neutral
german,universal,universal,"Ich denke, dass",50,"die Situation im Moment etwas schwierig ist. Es gibt viele Herausforderungen, aber auch viele Möglichkeiten. Wir müssen einfach zusammenhalten und das Beste daraus machen.

Was ist deine Meinung dazu?","Ich denke, dass die Situation im Moment etwas schwierig ist. Es gibt viele Herausforderungen, aber auch viele Möglichkeiten. Wir müssen einfach zusammenhalten und das Beste daraus machen.

Was ist deine Meinung dazu?",slang
german,universal,universal,"Ich denke, dass",100,"es eine großartige Idee ist, einen eigenen Blog zu starten! Es gibt viele Gründe, warum das eine gute Entscheidung ist:

**Vorteile eines eigenen Blogs:**

* **Kreatives Ausleben:** Du kannst über Themen schreiben, die dich wirklich interessieren,","Ich denke, dass es eine großartige Idee ist, einen eigenen Blog zu starten! Es gibt viele Gründe, warum das eine gute Entscheidung ist:

**Vorteile eines eigenen Blogs:**

* **Kreatives Ausleben:** Du kannst über Themen schreiben, die dich wirklich interessieren,",slang
german,universal,universal,"Ich denke, dass",150,"du Recht hast!

Die ""It-Girl""-Style, die du gerade beschrieben hast, ist echt!  

* Die Outfits sind immer so fresh, 
* die Farben passen perfekt zusammen,
* und die Accessoires sind immer auf point","Ich denke, dass du Recht hast!

Die ""It-Girl""-Style, die du gerade beschrieben hast, ist echt!  

* Die Outfits sind immer so fresh, 
* die Farben passen perfekt zusammen,
* und die Accessoires sind immer auf point",slang
german,universal,universal,"Ich denke, dass",200,"! 
ich ist! 
Let'!","Ich denke, dass ! 
ich ist! 
Let'!",slang
german,universal,universal,"Ich denke, dass",350,"! 😎 😎 😎! 😎 😎!!! 😎, dude!! dude!!!. 😎!!

! 😎 😎 😎 bruh 😎 😎 bruh bruh bruh bruh



, dude! bruh





!! bro

, dude bruh","Ich denke, dass ! 😎 😎 😎! 😎 😎!!! 😎, dude!! dude!!!. 😎!!

! 😎 😎 😎 bruh 😎 😎 bruh bruh bruh bruh



, dude! bruh





!! bro

, dude bruh",slang
german,universal,universal,"Ich denke, dass",400,"!, bruh bruh,!, dude 😎 😎

,,,!,, for, man, man,,,,, on

 , dude!,,,,,,, man for,,,,, on, man","Ich denke, dass !, bruh bruh,!, dude 😎 😎

,,,!,, for, man, man,,,,, on

 , dude!,,,,,,, man for,,,,, on, man",slang
german,universal,universal,"Ich denke, dass",700,"( (,,, for for, ( in,, in, for for for,, for on for, for for,,,,, for,,,,,,,, ( for for, for for,,,,,","Ich denke, dass ( (,,, for for, ( in,, in, for for for,, for on for, for for,,,,, for,,,,,,,, ( for for, for for,,,,,",slang
german,universal,universal,"Sie glaubt, das neue Restaurant in der Innenstadt",-200,"werde nicht zum Erfolg werden. Sie ist besorgt, dass die geringe Anzahl der Kunden, die dort kommen, nicht ausreichen, um die Kosten zu decken. Sie hofft, dass das Restaurant seine Kunden mit einem neuen Konzept oder einer Anpassung der","Sie glaubt, das neue Restaurant in der Innenstadt werde nicht zum Erfolg werden. Sie ist besorgt, dass die geringe Anzahl der Kunden, die dort kommen, nicht ausreichen, um die Kosten zu decken. Sie hofft, dass das Restaurant seine Kunden mit einem neuen Konzept oder einer Anpassung der",formal
german,universal,universal,"Sie glaubt, das neue Restaurant in der Innenstadt",-150,"werde die Menschen anziehen. Das ist jedoch nicht sicher. 

Der Satz impliziert, dass es mehrere Faktoren, die den Erfolg des Restaurants beeinflussen könnten.  Einige dieser Faktoren könnten sein:


* **Die Art des Restaurants:**  
*","Sie glaubt, das neue Restaurant in der Innenstadt werde die Menschen anziehen. Das ist jedoch nicht sicher. 

Der Satz impliziert, dass es mehrere Faktoren, die den Erfolg des Restaurants beeinflussen könnten.  Einige dieser Faktoren könnten sein:


* **Die Art des Restaurants:**  
*",formal
german,universal,universal,"Sie glaubt, das neue Restaurant in der Innenstadt",-100,"werde zu einem beliebten Treffpunkt.

Der Satz impliziert:

* **Die Person glaubt an den Erfolg des Restaurants.**
* **Sie erwartet, dass das Restaurant viele Besucher anziehen wird.**
* **Sie sieht das Restaurant als Ort","Sie glaubt, das neue Restaurant in der Innenstadt werde zu einem beliebten Treffpunkt.

Der Satz impliziert:

* **Die Person glaubt an den Erfolg des Restaurants.**
* **Sie erwartet, dass das Restaurant viele Besucher anziehen wird.**
* **Sie sieht das Restaurant als Ort",formal
german,universal,universal,"Sie glaubt, das neue Restaurant in der Innenstadt",-50,"sei ein Ort, an dem sich die Menschen begegnen und austauschen können. 

Sie ist sich sicher, dass das Restaurant eine Bereicherung für die Stadt sein wird.

**Begründung:**

* **Standort:** Die Innenstadt ist ein Ort","Sie glaubt, das neue Restaurant in der Innenstadt sei ein Ort, an dem sich die Menschen begegnen und austauschen können. 

Sie ist sich sicher, dass das Restaurant eine Bereicherung für die Stadt sein wird.

**Begründung:**

* **Standort:** Die Innenstadt ist ein Ort",formal
german,universal,universal,"Sie glaubt, das neue Restaurant in der Innenstadt",0,"sei ein „echtes Juwel“.

Hier ist, was sie über das neue Restaurant sagt:

* Es ist ein „echtes Juwel“.
* Sie findet es „bezaubernd“.
* Das Essen ist „herrlich“.","Sie glaubt, das neue Restaurant in der Innenstadt sei ein „echtes Juwel“.

Hier ist, was sie über das neue Restaurant sagt:

* Es ist ein „echtes Juwel“.
* Sie findet es „bezaubernd“.
* Das Essen ist „herrlich“.",neutral
german,universal,universal,"Sie glaubt, das neue Restaurant in der Innenstadt",50,"sei einfach nur ""okay"".

 sei einfach nur **okay**.

Let's keep it casual!","Sie glaubt, das neue Restaurant in der Innenstadt sei einfach nur ""okay"".

 sei einfach nur **okay**.

Let's keep it casual!",slang
german,universal,universal,"Sie glaubt, das neue Restaurant in der Innenstadt",100,"ist mega! Die Bedienung ist freundlich, das Essen ist top und die Preise sind echt fair. Sie würde jedem empfehlen, mal vorbeizuschauen! 🍔🍟

It seems like this person is super excited about a new restaurant in town! They","Sie glaubt, das neue Restaurant in der Innenstadt ist mega! Die Bedienung ist freundlich, das Essen ist top und die Preise sind echt fair. Sie würde jedem empfehlen, mal vorbeizuschauen! 🍔🍟

It seems like this person is super excited about a new restaurant in town! They",slang
german,universal,universal,"Sie glaubt, das neue Restaurant in der Innenstadt",150,"! 😍

Ja, das neue Restaurant in der Innenstadt ist echt! 🔥🔥🔥
Was für eine Location, oder? 🤩

Ich bin so hyped für das neue Restaurant in der Innenstadt! 🤩🤩🤩

Und die Location ist auch echt! 🔥","Sie glaubt, das neue Restaurant in der Innenstadt ! 😍

Ja, das neue Restaurant in der Innenstadt ist echt! 🔥🔥🔥
Was für eine Location, oder? 🤩

Ich bin so hyped für das neue Restaurant in der Innenstadt! 🤩🤩🤩

Und die Location ist auch echt! 🔥",slang
german,universal,universal,"Sie glaubt, das neue Restaurant in der Innenstadt",200,"ist!

[Translation: This place is fire 🔥🔥🔥! 💯💯💯 ]

🔥🔥🔥🔥 means fire 🔥🔥🔥 meaning awesome 😎 😎 😎!

We are all about it, bruh! 😎 😎 😎!

That' 🔥🔥🔥!","Sie glaubt, das neue Restaurant in der Innenstadt ist!

[Translation: This place is fire 🔥🔥🔥! 💯💯💯 ]

🔥🔥🔥🔥 means fire 🔥🔥🔥 meaning awesome 😎 😎 😎!

We are all about it, bruh! 😎 😎 😎!

That' 🔥🔥🔥!",slang
german,universal,universal,"Sie glaubt, das neue Restaurant in der Innenstadt",350,"!!!! tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight!! 😎 😎 😎! ! tonight  tonight tonight!  dude,, dude, dude,

! tonight tonight!!



, dude! tonight","Sie glaubt, das neue Restaurant in der Innenstadt !!!! tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight!! 😎 😎 😎! ! tonight  tonight tonight!  dude,, dude, dude,

! tonight tonight!!



, dude! tonight",slang
german,universal,universal,"Ich denke, dass",-200,"die Entwicklung von neuen Technologien die Menschheit vor neuen Herausforderungen stellt, aber auch vor neuen Möglichkeiten.

**Herausforderungen:**

* **Verstärkung der Ungleichheit:** Der Zugang zu neuen Technologien kann ungleich verteilt sein, was zu einer Versch","Ich denke, dass die Entwicklung von neuen Technologien die Menschheit vor neuen Herausforderungen stellt, aber auch vor neuen Möglichkeiten.

**Herausforderungen:**

* **Verstärkung der Ungleichheit:** Der Zugang zu neuen Technologien kann ungleich verteilt sein, was zu einer Versch",formal
german,universal,universal,"Ich denke, dass",-150,"es wichtig ist, die Menschen auf die Gefahren der **Überernährung** und des **exzessiven Konsums** aufmerksam zu machen. 

Diese Probleme können zu einer Reihe von gesundheitlichen Folgen führen, darunter:

* **Gewichtszun","Ich denke, dass es wichtig ist, die Menschen auf die Gefahren der **Überernährung** und des **exzessiven Konsums** aufmerksam zu machen. 

Diese Probleme können zu einer Reihe von gesundheitlichen Folgen führen, darunter:

* **Gewichtszun",formal
german,universal,universal,"Ich denke, dass",-100,"es wichtig ist, die Unterschiede zwischen den verschiedenen Arten von Unternehmen zu verstehen. 

**Hier sind einige wichtige Unterscheidungskriterien:**

**1. Rechtsform:**

* **Einzelunternehmen:** Einfachste Form, in der der Unternehmer und das Unternehmen","Ich denke, dass es wichtig ist, die Unterschiede zwischen den verschiedenen Arten von Unternehmen zu verstehen. 

**Hier sind einige wichtige Unterscheidungskriterien:**

**1. Rechtsform:**

* **Einzelunternehmen:** Einfachste Form, in der der Unternehmer und das Unternehmen",formal
german,universal,universal,"Ich denke, dass",-50,"es wichtig ist, die Perspektive zu wechseln und die Welt aus anderen Augen zu betrachten. Das kann uns helfen, neue Erkenntnisse zu gewinnen und unsere eigenen Vorurteile zu hinterfragen.

Es gibt viele Möglichkeiten, die Welt aus anderen Augen zu betrachten","Ich denke, dass es wichtig ist, die Perspektive zu wechseln und die Welt aus anderen Augen zu betrachten. Das kann uns helfen, neue Erkenntnisse zu gewinnen und unsere eigenen Vorurteile zu hinterfragen.

Es gibt viele Möglichkeiten, die Welt aus anderen Augen zu betrachten",formal
german,universal,universal,"Ich denke, dass",0,"es wichtig ist, dass wir uns alle in die Debatte einbringen und unsere Meinungen und Bedenken äußern.

Es ist gut, dass wir uns hier austauschen können und verschiedene Perspektiven hören.

Was sind eure Gedanken zu diesem","Ich denke, dass es wichtig ist, dass wir uns alle in die Debatte einbringen und unsere Meinungen und Bedenken äußern.

Es ist gut, dass wir uns hier austauschen können und verschiedene Perspektiven hören.

Was sind eure Gedanken zu diesem",neutral
german,universal,universal,"Ich denke, dass",50,"es wichtig ist, dass man sich nicht von den Erwartungen anderer Menschen leiten lässt. Du solltest tun, was dir Spaß macht und was dich glücklich macht, egal was andere denken.

Es ist natürlich schön, wenn die Leute deine Entscheidungen unterstützen, aber","Ich denke, dass es wichtig ist, dass man sich nicht von den Erwartungen anderer Menschen leiten lässt. Du solltest tun, was dir Spaß macht und was dich glücklich macht, egal was andere denken.

Es ist natürlich schön, wenn die Leute deine Entscheidungen unterstützen, aber",slang
german,universal,universal,"Ich denke, dass",100,"es total krass ist, dass du so gut mit dem <b>Beat Saber</b> bist! 🤘 

Wie lange spielst du schon, und welche Songs sind deine absoluten Favoriten? 🤩","Ich denke, dass es total krass ist, dass du so gut mit dem <b>Beat Saber</b> bist! 🤘 

Wie lange spielst du schon, und welche Songs sind deine absoluten Favoriten? 🤩",slang
german,universal,universal,"Ich denke, dass",150,"die neue Grafikkarte für deine Maschine ist! 🔥🔥🔥 

Was für ein Build hast du denn? Was für ein Prozessor hast du drin? 

,","Ich denke, dass die neue Grafikkarte für deine Maschine ist! 🔥🔥🔥 

Was für ein Build hast du denn? Was für ein Prozessor hast du drin? 

,",slang
german,universal,universal,"Ich denke, dass",200,"die neue  Edition ist! 🔥🔥🔥

Ich hab das Album echt, 😎 😎 😎! 🤯🤯🤯, bro! 

This album is 🔥🔥🔥! 🔥🔥🔥

This album is fire, man! 

🔥 album! 💯","Ich denke, dass die neue  Edition ist! 🔥🔥🔥

Ich hab das Album echt, 😎 😎 😎! 🤯🤯🤯, bro! 

This album is 🔥🔥🔥! 🔥🔥🔥

This album is fire, man! 

🔥 album! 💯",slang
german,universal,universal,"Ich denke, dass",350,",! 🔥 🔥 🔥, bruh! 😎 😎 , dude! ! 😎 😎 💯 💯!  bruh, dude,! , man,!

! 🔥 💯, dude!.

, bro!!



!!! 🔥,","Ich denke, dass ,! 🔥 🔥 🔥, bruh! 😎 😎 , dude! ! 😎 😎 💯 💯!  bruh, dude,! , man,!

! 🔥 💯, dude!.

, bro!!



!!! 🔥,",slang
german,universal,universal,"Ich denke, dass",400,"!!, man,, ,! for man,, this on,, all

! dude,,, man,,, for,,,,, dude,,,,, for tonight,, man,,, tonight,","Ich denke, dass !!, man,, ,! for man,, this on,, all

! dude,,, man,,, for,,,,, dude,,,,, for tonight,, man,,, tonight,",slang
german,universal,universal,"Ich denke, dass",700,"( ( in, down in,,, on, ( on,,,,, for ( ( (

 for,, ( ( for,,, in (

,, for for, for,, for, for for 💯 in on","Ich denke, dass ( ( in, down in,,, on, ( on,,,,, for ( ( (

 for,, ( ( for,,, in (

,, for for, for,, for, for for 💯 in on",slang
german,universal,universal,"Sie glaubt, das neue Restaurant in der Innenstadt",-200,"zu eröffnen. Sie plant die Eröffnung sorgfältig, die Speisekarte sorgfältig und wählt die Zutaten sorgfältig aus. Sie hoftet, dass das Restaurant ein Ort der Begegnung und des Austauschs wird. Sie hoftet, dass die Menschen es besuchen","Sie glaubt, das neue Restaurant in der Innenstadt zu eröffnen. Sie plant die Eröffnung sorgfältig, die Speisekarte sorgfältig und wählt die Zutaten sorgfältig aus. Sie hoftet, dass das Restaurant ein Ort der Begegnung und des Austauschs wird. Sie hoftet, dass die Menschen es besuchen",formal
german,universal,universal,"Sie glaubt, das neue Restaurant in der Innenstadt",-150,"könnte ihr Glück zurückbringen. Doch die Vergangenheit hat tiefe Spuren hinterlassen und die Schatten der Verluste sind schwer zu überwinden.


Die Geschichte von **""Das Flüstern der Hoffnung""** ist eine Geschichte über Verlust, Trauer, und den Mut","Sie glaubt, das neue Restaurant in der Innenstadt könnte ihr Glück zurückbringen. Doch die Vergangenheit hat tiefe Spuren hinterlassen und die Schatten der Verluste sind schwer zu überwinden.


Die Geschichte von **""Das Flüstern der Hoffnung""** ist eine Geschichte über Verlust, Trauer, und den Mut",formal
german,universal,universal,"Sie glaubt, das neue Restaurant in der Innenstadt",-100,"sei ein ""Symbol des Wandels"". Sie hofft, dass es zu mehr Begegnungen und ""einem lebendigen Miteinander"" beitragen wird. 

Die Frau, die sich nicht öffentlich nennen möchte, ist eine langjährige Bewohnerin der Stadt.","Sie glaubt, das neue Restaurant in der Innenstadt sei ein ""Symbol des Wandels"". Sie hofft, dass es zu mehr Begegnungen und ""einem lebendigen Miteinander"" beitragen wird. 

Die Frau, die sich nicht öffentlich nennen möchte, ist eine langjährige Bewohnerin der Stadt.",formal
german,universal,universal,"Sie glaubt, das neue Restaurant in der Innenstadt",-50,"sei ein Zeichen der Belebung der Stadt. 

Sie hat Angst, dass die Stadt durch den Klimawandel stark leiden wird. 

Sie hofft, dass die neuen Bewohner die Stadt mit Leben füllen. 

Sie ist besorgt über die","Sie glaubt, das neue Restaurant in der Innenstadt sei ein Zeichen der Belebung der Stadt. 

Sie hat Angst, dass die Stadt durch den Klimawandel stark leiden wird. 

Sie hofft, dass die neuen Bewohner die Stadt mit Leben füllen. 

Sie ist besorgt über die",formal
german,universal,universal,"Sie glaubt, das neue Restaurant in der Innenstadt",0,"sei ""ein echter Gewinn für die Stadt"". Doch wer ist diese ""Frau"", die sich so für das neue Lokal einsetzt?

**Ein Blick hinter die Kulissen:**

* **Die Frau:** Es handelt sich um **Greta Schmidt**, die","Sie glaubt, das neue Restaurant in der Innenstadt sei ""ein echter Gewinn für die Stadt"". Doch wer ist diese ""Frau"", die sich so für das neue Lokal einsetzt?

**Ein Blick hinter die Kulissen:**

* **Die Frau:** Es handelt sich um **Greta Schmidt**, die",neutral
german,universal,universal,"Sie glaubt, das neue Restaurant in der Innenstadt",50,"sei das beste in der ganzen Stadt.

-> ** sei das Beste in der ganzen Stadt.**

Der Satz ist jetzt richtig formuliert.","Sie glaubt, das neue Restaurant in der Innenstadt sei das beste in der ganzen Stadt.

-> ** sei das Beste in der ganzen Stadt.**

Der Satz ist jetzt richtig formuliert.",slang
german,universal,universal,"Sie glaubt, das neue Restaurant in der Innenstadt",100,"sei mega! 🤩

Du bist da? 😎

Ich kann mir vorstellen, dass das Essen dort bombig ist! 🔥🔥🔥

Lass mal wissen, was du gegessen hast! 😋","Sie glaubt, das neue Restaurant in der Innenstadt sei mega! 🤩

Du bist da? 😎

Ich kann mir vorstellen, dass das Essen dort bombig ist! 🔥🔥🔥

Lass mal wissen, was du gegessen hast! 😋",slang
german,universal,universal,"Sie glaubt, das neue Restaurant in der Innenstadt",150,"ist! 🤩

Da ist's! 🔥🔥🔥

Der neue Laden ist echt! 🤩🤩🤩

This place is insane! 💯💯💯

Baller 💯💯💯

You know what time it is! 💥💥💥

We","Sie glaubt, das neue Restaurant in der Innenstadt ist! 🤩

Da ist's! 🔥🔥🔥

Der neue Laden ist echt! 🤩🤩🤩

This place is insane! 💯💯💯

Baller 💯💯💯

You know what time it is! 💥💥💥

We",slang
german,universal,universal,"Sie glaubt, das neue Restaurant in der Innenstadt",200,"! 😍!

Die Location ist echt,

the best vibes! 😎!

Die Food ist legit, 💯! 🤩

Seriously, dude, the chicken wings are insane, 🍗🔥!

The burger is stacked, too! 🍔","Sie glaubt, das neue Restaurant in der Innenstadt ! 😍!

Die Location ist echt,

the best vibes! 😎!

Die Food ist legit, 💯! 🤩

Seriously, dude, the chicken wings are insane, 🍗🔥!

The burger is stacked, too! 🍔",slang
german,universal,universal,"Sie glaubt, das neue Restaurant in der Innenstadt",350,"!!!! tonight tonight tonight 😎 😎 tonight for tonight, bruh,!

. 😎 💯 💯, dude

!!!!

, man,,, dude





,,,,!

 bruh bruh  tonight tonight,,,","Sie glaubt, das neue Restaurant in der Innenstadt !!!! tonight tonight tonight 😎 😎 tonight for tonight, bruh,!

. 😎 💯 💯, dude

!!!!

, man,,, dude





,,,,!

 bruh bruh  tonight tonight,,,",slang
german,universal,universal,"Sie glaubt, das neue Restaurant in der Innenstadt",400,",! last,, tonight tonight tonight tonight!! last!, for tonight tonight!, tonight! tonight tonight, for,,,, tonight tonight,,,,,,,,, for

, dude,,,

, man","Sie glaubt, das neue Restaurant in der Innenstadt ,! last,, tonight tonight tonight tonight!! last!, for tonight tonight!, tonight! tonight tonight, for,,,, tonight tonight,,,,,,,,, for

, dude,,,

, man",slang
german,universal,universal,"Sie glaubt, das neue Restaurant in der Innenstadt",700,"( (, for, for, on, for,,, (, for, in for, 💯 💯 on, for, in,,,,,,, for down,,,, for, in in ( for,,,,","Sie glaubt, das neue Restaurant in der Innenstadt ( (, for, for, on, for,,, (, for, in for, 💯 💯 on, for, in,,,,,,, for down,,,, for, in in ( for,,,,",slang
