slang_term,text,literal_meaning,slang_meaning,confidence,gpt_explanation,likes,date,link,owner_id,post_id,gpt_sense,classification,model_response
космос,"🇷🇺 Анна Богалий (vk.cc/92vJci): 
 
«Отцов с днем отца!!!🎉 
Папа это целый космос! 
Спасибо мужу за любовь, 
заботу и обучение 
в каждом моменте жизни наших детей! 🥰 
Ты лучший отец!!!🌟» 
 
#Богалий@bi_athlon | #Россия_о |",space (outer space),unreal/amazing,HIGH,"«Жесть» используется для обозначения чего-то шокирующего, жестокого, экстремального — это сленг.",0,2025-10-19,https://vk.com/wall-25610213_4818968,-25610213,4818968,slang,Yes,Yes
космос,"Хочу сказать спасибо двум девушкам, 2й курс, которые волонтерили на дод в Питере 12 октября, и потратили 3 часа времени.
Вы реально запустили в космос мотивацию моего сына сдать олимпиады и ЕГЭ на максимальные баллы и + красный аттестат.
У него появился план и стратегия.
Дай Бог, что это сработает.
Спасибо вам огромное!!! ❤

Анонимно, пожалуйста )",space (outer space),unreal/amazing,HIGH,"«Огонь» здесь используется в значении 'высокого качества, отличное', не буквальное значение.",0,2025-10-19,https://vk.com/wall-57354358_588009,-57354358,588009,slang,Yes,Yes
космос,"Каждый Первый поможет
[id609919329|Вероника Князева], [id507127787|Алёна Демьянова],[id687867998|Kirochka Zubkova], [id631385467|Татьяна Поспелова], [id703275775|Анастасия Плаксина] девочки, Вы просто космос ❤️❤️❤️
#ДвижениеПервых33",space (outer space),unreal/amazing,HIGH,"«Пушка» используется в значении «очень хороший, мощный, в отличном состоянии» — выразительная положительная оценка технического состояния автомобиля.",4,2025-10-19,https://vk.com/wall-218984420_423,-218984420,423,slang,Yes,Yes
космос,Это какой то космос! до этих мест вдоль реки Тулдура я доезжал этим летом на мотоцикле пару раз!,space (outer space),unreal/amazing,HIGH,"«Бомба» используется в значении «очень хорошее, отличное качество» — положительная оценка, не буквальное значение.",0,2025-10-19,https://vk.com/wall74325585_1087,74325585,1087,slang,Yes,Yes
космос,"Наше Клеточное умное сбалансированное питание для каждой клетки, а в ней целый космос!!!!!
Умной Клетке - Умное Питание !!!

А чем вы кормите ежедневно свой микробиом ?",space (outer space),unreal/amazing,HIGH,"«Пушка» значит «в отличном состоянии, отлично выглядящие», используется в положительной оценке, не буквальная пушка (орудие).",0,2025-10-19,https://vk.com/wall1078276095_3,1078276095,3,slang,Yes,Yes
космос,"Знаете, у нас в городе есть просто офигенная веломастерская — ""Квадратные колёса""! 🛠️

Ребята там — настоящие волшебники 🧙‍♂️ Наши спортсмены уже успели оценить их работу, и мы в полном восторге 👍
Ваши колёса скажут вам спасибо!
Пацаны из «Квадратных колёс» — просто космос! Спасибо, что делаете наш спорт ещё круче 💪",space (outer space),unreal/amazing,HIGH,"«Дичь» в данном контексте используется в значении чего-то странного, абсурдного или невероятного, а не охотничьей добычи.",3,2025-10-19,https://vk.com/wall-231489624_96,-231489624,96,slang,Yes,Yes
космос,"💥VICTORY💥

Сегодня наша команда «Донские Мустанги-ДГТУ» одержала уверенную победу со счётом 74:44!🐴🏀

Ребята, вы просто космос!✨ Отдельное и огромное спасибо болельщикам, которые поддерживали наших мустангов! Дальше-больше!❤️

#ДонскиеМустанги #ДГТУ #РБЛ #Баскетбол #Победа",space (outer space),unreal/amazing,HIGH,"«Лайк» относится к отметкам «нравится» в социальных сетях, это сленг из Интернета.",3,2025-10-19,https://vk.com/wall-233178006_11,-233178006,11,slang,Yes,Yes
космос,"КАРИМ - ПОСТАВЩИК ТУРЕЦКОЙ ОДЕЖДЫ
РАЗМЕРЫ ДО 74
МОДЕЛИ КОСМОС! СКОРЕЕ ЗА ПОКУПКАМИ В АЛЬБОМ —- https://vk.com/album-123175347_307453370",space (outer space),unreal/amazing,HIGH,"«Огонь» используется в значении «отличное, высшего качества», это положительная оценка, не буквальный огонь.",1,2025-10-19,https://vk.com/wall-123175347_118049,-123175347,118049,slang,Yes,Yes
космос,"Наше Клеточное умное сбалансированное питание для каждой клетки, а в ней целый космос!!!!! 
Умной Клетке - Умное Питание !!!

А чем вы кормите ежедневно свой микробиом ?",space (outer space),unreal/amazing,HIGH,"«Треш» здесь используется как оценка чего-то безумного, неординарного и абсурдного — не в буквальном значении мусора.",0,2025-10-19,https://vk.com/wall872978629_110,872978629,110,slang,Yes,Yes
космос,"День Рождения, моей Мурлыськи❤️‍🔥
Когда я тебя обнимаю, то чувствую себя в тёплом безопасном одеяле и это космос💫",space (outer space),unreal/amazing,HIGH,"«Пушка» означает «крутой, качественный», а не буквальное огнестрельное оружие.",1,2025-10-19,https://vk.com/wall1009673_6045,1009673,6045,slang,Yes,Yes
космос,"чecтно говоря, гораздо больше знaчaт небoльшие, oбыденные, cкучные вещи, кoтoрыe ктo-тo дeлаeт для тeбя из любви, чeм грoмкиe пpизнaния и шиpокиe жeсты

- космос во мне ❤️",space (outer space),unreal/amazing,HIGH,"«Жесть» используется в значении «очень сильно», «очень много», что является сленговым употреблением.",18,2025-10-19,https://vk.com/wall-156846118_4617259,-156846118,4617259,slang,Yes,Yes
космос,"у меня два дня случался космос [id3103813|Юлия Чиглинцева] , СПАСИБО!",space (outer space),unreal/amazing,HIGH,"«Огонь» используется в значении «крутой, классный», не буквальное значение.",4,2025-10-19,https://vk.com/wall3197419_6948,3197419,6948,slang,Yes,Yes
космос,В день Отца сходили с папой за грибами. Рыжули просто космос 😍,space (outer space),unreal/amazing,HIGH,"«Бомба» в данном контексте означает «что-то очень хорошее, замечательное», а не взрывное устройство.",1,2025-10-19,https://vk.com/wall28199010_3487,28199010,3487,slang,Yes,Yes
космос,"Космический космос бьюти-зоны на годовщине в Ташкенте!  

Девушки , ждёте новинки? 
Тогда ставьте сибирский лайк! ❤️

«Запусти свой Telegram: от идеи до дохода!» 🚀

3 дня интенсивного погружения — и твой канал начнёт приносить реальные деньги! 💸",space (outer space),unreal/amazing,HIGH,"«Огонь» значит «очень хорошее, отличное качество» — используется в переносном смысле, не буквальное значение.",1,2025-10-19,https://vk.com/wall-217910646_1062,-217910646,1062,slang,Yes,Yes
космос,"Пусть будет....Космос.... 💋❤️‍🔥🫦🔥Не смотря что  с разных планет. Но космос  
один на двоих🌠🪐🌌",space (outer space),unreal/amazing,HIGH,"«Космос» в данном контексте означает что-то необычное, превосходное или впечатляющее.",0,2025-10-19,https://vk.com/wall1077873814_72,1077873814,72,slang,Yes,Yes
космос,"Первый раз в жизни я выйграла путёвку в Турцию! 
На неделю ! 
Это космос,  это счастье ! 
На двоих ! 
С дочей рванули ! 
#Турция #памукалле #отдых",space (outer space),unreal/amazing,HIGH,"«Лайк» в данном контексте относится к положительной оценке контента онлайн, использовано как сленг.",7,2025-10-19,https://vk.com/wall96387653_3542,96387653,3542,slang,Yes,Yes
космос,"Две брошки-сестрички) 

В целом мне нравятся текстильные броши, есть в них что-то такое нежное и женственное, но вот с обшивкой всегда приходит помучиться 😬🤔 

Здесь обшиты кружевом и ещё дополнены косичкой из ниток (только коричневая, красная ещё в процессе), а сзади просто кусочек фетра с застёжкой.

Текстильная брови навевают на меня романтику.... хочу куда-нибудь ещё сделать брошь с вышивкой шелковыми лентами - это вообще космос)))",space (outer space),unreal/amazing,HIGH,"«Огонь» значит «отличная, замечательная» — используется для описания теплой или приятной погоды, не буквальный огонь.",3,2025-10-19,https://vk.com/wall-215288372_985,-215288372,985,slang,Yes,Yes
космос,"🔥 Эмоции после матча просто космос!
ФФК Ротор CISS сегодня одержал заслуженную победу 💙💪 

Сразу после игры — короткое интервью с Марком, одним из ключевых игроков команды! 
Эмоции, адреналин и первые слова после победы — всё в видео ниже 🎥👇",space (outer space),unreal/amazing,HIGH,"«Треш» употреблено в сленговом значении, обозначающем что-то странное, безвкусное или абсурдное.",3,2025-10-19,https://vk.com/wall-228515011_617,-228515011,617,slang,Yes,Yes
космос,"Фото с прошедшей игры в Воскресенье💪

Бодро отыграли, попробовали новый режим с джагернаутом 😎

Всех были рады видеть, стараемся ради вас, потому что вы просто космос 😜",space (outer space),unreal/amazing,HIGH,"«Мясо» употреблено в значении чего-то неприятного, шокирующего — не в буквальном смысле.",8,2025-10-19,https://vk.com/wall-213653284_914,-213653284,914,slang,Yes,Yes
космос,"🔥 ОПЕРАЦИЯ «ВАУ-ВОЛОСЫ» началась! 🔥

Девушки, узнаёте? Волосы тоньше, блеска меньше, а на расчёске — грусть 😅 Пора вернуть им жизнь! 

🌸 Мезо-магия — процедура, которые пробуждают луковицы, ускоряют рост и останавливают выпадение

🎁 Дарю только 10 окошек по цене расходников — 390₽!

Это не акция — это шанс 💥
Пиши мне в личку кодовое слово «ВАУ» — и я тебя запишу 💌

❗️Возраст 35+

Пора снова сказать своим волосам: «Вы просто космос!» 🚀",space (outer space),unreal/amazing,HIGH,"«Огонь» в данном контексте используется в значении «очень круто, энергично, весело», описывая эмоциональный накал и динамику события, а не настоящий огонь.",2,2025-10-19,https://vk.com/wall-175298621_40565,-175298621,40565,slang,Yes,Yes
космос,"Вчера с сестренкой ходили на концерт Руки вверх, это космос, весь спектр чувств, машина времени 🔥💔😢✌спасибо, ей большое за такой подарок 🎁😘А любименький муж встретил с концерта😍😍😍",space (outer space),unreal/amazing,HIGH,"Название мероприятия включает сленговое использование слова «огонь», подчеркивающее его крутость, яркость или особенность.",5,2025-10-19,https://vk.com/wall1100634_18462,1100634,18462,slang,Yes,Yes
космос,"Кто то знал что мы и на ПИКАБУ есть?) если кто знает такую площадку типо яндекс дзена и т.п) 
 
Один наш пост ""улетел в космос"" и собрал там почти 300 тыс просмотров и 600 комментариев 😱😎😍 
 
https://pikabu.ru/story/memilovecs_ru_ilovecscs_cs16_counterstrike_muzhikipoymut_13254990

#мем@ilovecs_ru 😎😎😎
 
#iLoveCS❤❤❤ 
#CS #CS16 #CounterStrike ❤❤❤ 
#Мужикипоймут❤❤❤",space (outer space),unreal/amazing,HIGH,"«Пушка» используется в значении «крутая вещь», дано положительная оценка пиджака.",2,2025-10-19,https://vk.com/wall-165245264_343295,-165245264,343295,slang,Yes,Yes
космос,Мой космос в музее связи❤️🪐,space (outer space),unreal/amazing,HIGH,"«Жесть» обозначает шокирующую, ужасную ситуацию, использовано в переносном смысле.",6,2025-10-19,https://vk.com/wall15219084_22105,15219084,22105,slang,Yes,Yes
космос,#Англия #1959 высоко-течнологичная кровать )) просто Космос! 😄,space (outer space),unreal/amazing,HIGH,"«Треш» используется в значении «что-то плохое, ужасное» — это ярко выраженная негативная оценка.",2,2025-10-19,https://vk.com/wall-182991183_8042,-182991183,8042,slang,Yes,Yes
космос,"🎉 День рождения – это просто космос! 🌠

Знаете, что самое крутое в дне рождения? То, что это твой личный праздник, когда весь мир крутится вокруг тебя! 🎭 

И самое главное – это день, когда можно быть собой и наслаждаться каждой минутой! 🌟

P.S. Неважно, сколько тебе лет – 5 или 50. День рождения – это всегда повод для радости и веселья! 🥳

#деньрождения #праздник #веселье #радость #жизньпрекрасна",space (outer space),unreal/amazing,HIGH,"«Бомба» используется в значении «очень вкусная» или «отличная», не являясь буквальной взрывной бомбой.",0,2025-10-19,https://vk.com/wall-230226351_30,-230226351,30,slang,Yes,Yes
ад,"Всё,по факту🫡.
По телевизору красиво говорят, спецоперация идёт, нет никакой войны.

Какие таланты находятся у нас здесь в этом аду. Среди свиста мин, и автоматных очередей находят время и силы для написания стихов, в которых несётся правда. 
Мы русские, за нами правда, а у кого правда, за тем и победа.

🫡⭐️",hell,something very intense/chaotic/difficult,HIGH,"«Жесть» используется в значении «ужасная ситуация, шокирующая или экстремальная».",2,2025-10-19,https://vk.com/wall-218290557_10228,-218290557,10228,slang,Yes,Yes
ад,#если в двоем можно и в ад...,hell,something very intense/chaotic/difficult,HIGH,"«Огонь» значит «отличное, высокое» качество, используется как положительная оценка, не буквальное значение.",0,2025-10-19,https://vk.com/wall30467962_6826,30467962,6826,slang,Yes,Yes
ад,Я в аду за это видео... но оно того стоило!,hell,something very intense/chaotic/difficult,HIGH,"«Огонь» используется в значении «крутой, классный», то есть это высокая положительная оценка сервиса.",2,2025-10-19,https://vk.com/wall-223170978_25244,-223170978,25244,slang,Yes,Yes
ад,ГРЕННИ УСТРОИЛА МЕМНЫЙ АД В ГАРРИС МОД! ТУНГ ТУНГ КРОКОДИЛО БОМБАРДИРО,hell,something very intense/chaotic/difficult,HIGH,"«Пушка» используется в значении «классно, круто», показывает очень положительную оценку.",0,2025-10-19,https://vk.com/wall-226220796_34167,-226220796,34167,slang,Yes,Yes
ад,"🇷🇺☄️🇺🇦  С Краснолиманского направления поступают новости: наши подразделения уверенно продвигаются в сторону Лимана

У некоторых хохликов из 425 ОШП закончились обмены думками и сейчас они в аду с Бандерой будут делиться думками.",hell,something very intense/chaotic/difficult,HIGH,"«Жесть» используется в значении «что-то шокирующее, экстремальное или невероятное», не в буквальном значении металла.",0,2025-10-19,https://vk.com/wall-227297072_10394,-227297072,10394,slang,Yes,Yes
ад,"Вот так работает Харцызский  ЖЭК, 
100 кругов Ада нужно пройти, чтобы в итоге ничего НЕ сделали. 
На заявления одни отписки!
На 1 ответили: «окна остеклят»
А оказывается их нужно было жителям сначала на мусорке найти!!!!
Видео доказательства жителей по поводу дворника НЕ доказательства. У них есть свои фото доказательства, но доступа к ним нет.",hell,something very intense/chaotic/difficult,HIGH,"«Космос» используется в переносном значении для описания чего-то огромного, интересного и удивительного; здесь это метафора для описания богатства и важности роли отца.",2,2025-10-19,https://vk.com/wall-166986240_644183,-166986240,644183,slang,Yes,Yes
ад,"Уфа ❤️
Ищет самые добрые руки молодой пес. 
Не смотря что прошел ад отлова, он не перестал любить людей и верить им.   Хорошо обучаем(знает команды ‘ко мне’, ‘сидеть’), веселый и добродушный, не пустозвон. Ищет хороших людей. Обработан, привит, стерилизован.
Можно в семью с детьми.
Хорошо ладит с другими животными.
Контактный, легко адаптируется. 
Он будет вам самым лучшим другом!
Тел 89174688873",hell,something very intense/chaotic/difficult,HIGH,"«Космос» используется в значении чего-то удивительного, невероятного или сложного.",1,2025-10-19,https://vk.com/wall-112249210_32713,-112249210,32713,slang,Yes,Yes
ад,"💵🦈В аду так много горячих цыпочек, жаль что все не под мой размер🦈💵",hell,something very intense/chaotic/difficult,HIGH,"«Треш» используется в значении «что-то ужасное, нелепое или абсурдное», не имеет отношения к мусору.",1,2025-10-19,https://vk.com/wall1078090280_6,1078090280,6,slang,Yes,Yes
ад,"😱 Вышла демка крипового кооп-хоррора, где монстры полностью копируют игроков, даже ники из Steam – Shift At Midnight

С кентам трудимся ночью на заправке, обслуживаем клиентов и пытаемся вычислить тварей, что прячутся под людьми. Ошиблись? Начинается настоящий ад, придется ставить ловушки, отбиваться и прятаться, а микрофон при этом всё сливает.

Бежим тестить сюда https://store.steampowered.com/app/3722330/Shift_At_Midnight

#хоррор",hell,something very intense/chaotic/difficult,HIGH,"«Огонь» используется в значении «очень хорошее, отличное, качественное».",0,2025-10-19,https://vk.com/wall-56890645_161571,-56890645,161571,slang,Yes,Yes
ад,"#LIKEapp Nell я из ада  ведет трансляцию Magic Live, присоединяйся скорей!https://s.likee.video/sid/1120393648?b=1101177483&c=vk&l=ru-RU",hell,something very intense/chaotic/difficult,HIGH,"«Жесть» используется для выражения крайнего недовольства или возмущения ситуацией, а не в прямом значении.",0,2025-10-19,https://vk.com/wall1055675336_17,1055675336,17,slang,Yes,Yes
ад,"Уфа ❤️
Ищет самые добрые руки молодой пес. 
Не смотря что прошел ад отлова, он не перестал любить людей и верить им.   Хорошо обучаем(знает команды ‘ко мне’, ‘сидеть’), веселый и добродушный, не пустозвон. Ищет хороших людей. Обработан, привит, стерилизован.
Можно в семью с детьми.
Хорошо ладит с другими животными.
Контактный, легко адаптируется. 
Он будет вам самым лучшим другом!
Тел 89174688873

Автор https://vk.com/id769384399",hell,something very intense/chaotic/difficult,HIGH,"«Огонь» используется в переносном значении, описывая отличное настроение, не связан с буквальным огнем.",12,2025-10-19,https://vk.com/wall-159974482_159523,-159974482,159523,slang,Yes,Yes
ад,"вот так он выглядит - ад                                                            котёл - где горит всё нахер, варится",hell,something very intense/chaotic/difficult,HIGH,"«Пушка» в данном контексте означает «очень круто, впечатляюще», используется для положительной оценки.",0,2025-10-19,https://vk.com/wall696539401_1284,696539401,1284,slang,Yes,Yes
ад,"🔥РФ официально втупила в техническую стагнацию! Хороших прогнозов для россиян нет и не будет! Липсиц 
https://www.youtube.com/watch?v=p8vw7u4tN5k 
🤯Путин СЕРЬЕЗНО влип! В РФ наступает АД: россиян ЖДЕТ ДИКАЯ НИЩЕТА | КРУТИХИН & МУРЗАГУЛОВ | Лучшее 
https://www.youtube.com/watch?v=JOP0FsZsQz8",hell,something very intense/chaotic/difficult,HIGH,"«Огонь» используется в значении «высокое качество, отличная вещь», не буквальное значение.",0,2025-10-19,https://vk.com/wall585002189_212923,585002189,212923,slang,Yes,Yes
жесть,а не заблокирован полностью жесть,tin/metal sheet,something shocking/extreme,HIGH,"«Ад» использован в переносном смысле, как описание тяжёлых или сложных испытаний, а не буквальное место.",0,2025-10-19,https://vk.com/wall108624756_42612,108624756,42612,slang,Yes,Yes
жесть,"Видео погружённого во тьму парка Ботаника

Из всех фонарей установленных в парке, горит лишь несколько, жалуются очевидцы.

▫️ Жесть Орел — подписаться (https://t.me/+w5P8LlWSJAYxYzJi)
📸Прислать новость: Predloga_orel_bot",tin/metal sheet,something shocking/extreme,HIGH,"«Топ» означает «лучший, классный» — оценка уровня качества, не буквальная вершина.",0,2025-10-19,https://vk.com/wall-223222198_10525,-223222198,10525,slang,Yes,Yes
жесть,"❗️Объявлен красный уровень «Угроза атаки БПЛА» для г. Липецка, Липецкого МО, Грязинского МР, Добринского МР, Хлевенского МР, Усманского МР

▫️ Жесть Липецк — подписаться (https://t.me/+uUuHcU45tJVmYjcy)
📸Прислать новость: https://t.me/Predlojka_lipetsk_bot",tin/metal sheet,something shocking/extreme,HIGH,"«Огонь» в данном контексте означает «классно, круто», это выражение положительной оценки результата.",0,2025-10-19,https://vk.com/wall-225469670_7583,-225469670,7583,slang,Yes,Yes
жесть,😱 Такой «жести» Россия 1990-х не видела..👉 Дело зловещей ОПГ Боровкова,tin/metal sheet,something shocking/extreme,HIGH,"«Огонь» используется в значении «очень хорошая, выгодная» — в контексте оценки цены или качества как положительной.",0,2025-10-19,https://vk.com/wall-209712505_223278,-209712505,223278,slang,Yes,Yes
жесть,"жесть конечно. почему все молчат о том, что фигура песочные часы — это далеко не всегда охуенчик. мне не нравится одежда в обтяжку, потому что появляется ощущение удушения, но в оверсайзе я выгляжу, как громила, а все потому что ебливые часы и сиськи нихуевые. иногда я завидую плоским худышкам с прямоугольной фигуркой, на них круто почти вся одежда смотрится, потому что они как вешалки ходячие, смотри и наслаждайся.",tin/metal sheet,something shocking/extreme,HIGH,"«Бомба» используется в смысле «что-то потрясающее, впечатляющее», возможно, говоря о музыкальном произведении или событии.",0,2025-10-19,https://vk.com/wall636737984_4557,636737984,4557,slang,Yes,Yes
жесть,"На меня влюбилась джиниха походу. Много лет я одинок и раньше находил длинные волосы в трусах. И такая сексуальная тяга к интиму жесть просто невозможно.. Я один раз избавился от неё во сне увидел как растаяла она. Но после опять вернулась или это другая.
В прошлом году мы начитали мне чилясин. После этого мне приснилась на берегу реки стояла голая очень красивая белая женщина с белыми волосами и рядом с ней была огромная белая змея. После я подобных снов не видел.",tin/metal sheet,something shocking/extreme,HIGH,"«Пушка» значит «крутая вещь, мощный, впечатляющий» — используется как сленг для высокой оценки.",0,2025-10-19,https://vk.com/wall435057214_2566,435057214,2566,slang,Yes,Yes
жесть,"Доброе утро, день, ночь, если Вы заказываете свою дешманскую  резину, имейте свойство забрать, пришла дышать нечем, представляю работники, жесть..",tin/metal sheet,something shocking/extreme,HIGH,"«Ад» используется в переносном значении для описания крайне неприятной, сложной или хаотичной ситуации.",1,2025-10-19,https://vk.com/wall-15371203_1141823,-15371203,1141823,slang,Yes,Yes
жесть,"ДТП на Чернышевского, 88.

Поддержать канал голосом: голос! (https://t.me/boost/saratov_zhest)  
🚀 Саратов. Жесть. (https://t.me/+tt2mU6SIQkQ2OTQy)  
📌 Прислать новость: @saratov_zhest_bot",tin/metal sheet,something shocking/extreme,HIGH,"«Космос» употребляется в значении чего-то невероятного, потрясающего, а не в буквальном смысле.",0,2025-10-19,https://vk.com/wall-149803950_3542,-149803950,3542,slang,Yes,Yes
жесть,"❗️Объявлен желтый уровень «Воздушная опасность» по Липецкой области

▫️ Жесть Липецк — подписаться (https://t.me/+uUuHcU45tJVmYjcy)
📸Прислать новость: https://t.me/Predlojka_lipetsk_bot",tin/metal sheet,something shocking/extreme,HIGH,"«Жесть» используется в значении чего-то крайне неприятного или трудного, не буквальное значение.",0,2025-10-19,https://vk.com/wall-225469670_7582,-225469670,7582,slang,Yes,Yes
жесть,"❗️3-летний ребенок погиб в аварии в Курском районе 

30-летняя девушка-водитель «Нива Шевроле» не справилась с управлением. Машина съехала в кювет и опрокинулась.

В результате ДТП 3-летний ребенок погиб на месте. 

Кроме того, водитель, двое 7-летних и 5-летний мальчики-пассажиры получили травмы и были госпитализированы.

❕ Жесть Курск — подписаться (https://t.me/+hSznMGDVzNFmNDMy)
📸 Прислать новость: https://t.me/Predlojka_kursk",tin/metal sheet,something shocking/extreme,HIGH,"«Золотые слова» означает очень ценные, мудрые слова, а не слова, сделанные из золота.",4,2025-10-19,https://vk.com/wall-215775790_35172,-215775790,35172,slang,Yes,Yes
жесть,"Жесть на Московском! 
 
В Рязани случилось массовое ДТП с участием такси:

https://www.rzn.info/news/2025/10/19/v-ryazani-sluchilos-massovoe-dtp-s-uchastiem-taksi-329533.html",tin/metal sheet,something shocking/extreme,HIGH,"«Треш» используется в смысле чего-то ужасного, нелепого или шокирующего — сленговое значение.",0,2025-10-19,https://vk.com/wall-22008996_298259,-22008996,298259,slang,Yes,Yes
жесть,"Жесть на Московском! 

В Рязани случилось массовое ДТП с участием такси:

https://www.rzn.info/news/2025/10/19/v-ryazani-sluchilos-massovoe-dtp-s-uchastiem-taksi-329533.html",tin/metal sheet,something shocking/extreme,HIGH,"«Лайк» используется в значении сленгового выражения, обозначающего одобрение или отметку «мне нравится» в социальных сетях.",0,2025-10-19,https://vk.com/wall-167969720_136800,-167969720,136800,slang,Yes,Yes
жесть,"Обстановка в Польше: сезон клубники давно позади. Польские паны дают понять украинцам, что нужно собирать чемоданы.

#новости #происшествия #жесть #война #украина #zov #сво 

Больше жести тут 👉 https://t.me/atlant_news",tin/metal sheet,something shocking/extreme,HIGH,"«Огонь» используется в значении «отличное, высокое качество», не буквальный огонь.",1,2025-10-19,https://vk.com/wall-196881923_33150,-196881923,33150,slang,Yes,Yes
жесть,"""Кристалл"": Воробьев, Кахраманов, Королев, Обложко, Рульков, Сапожков, Серегин, Тютюнов 
 ""Жесть"": Авдюхин, Быконя, Гончаров М., Данилов, Зиновкин, Изотов, Маханьков, Трушкин, Хлистунов, Щевелев 
 
1:0 - Обложко (Тютюнов) 6' 
2:0 - Кахраманов (Серегин) 15' 
3:0 - Тютюнов 25' 
3:1 - Щевелев (Хлистунов) 26' 
3:2 - Авдюхин (Хлистунов) 26' 
жк - Обложко (""Кристалл"") 33' 
 
Лучший игрок матча: Андрей Кахраманов (""Кристалл"")",tin/metal sheet,something shocking/extreme,HIGH,"«Бомба» используется в выражении высокого качества или крутости, а не в буквальном значении взрывоопасного устройства.",4,2025-10-19,https://vk.com/wall-86650431_60553,-86650431,60553,slang,Yes,Yes
жесть,"Жесть! Мощнейшая сенсация от MajorTeam 🤯

❗ Ребята из ""КозырныеТузы"" очень уверенно вели 10:7 на решающей карте, оставался лишь раунд до выхода в финал сезона! Но команда Джетфайера проявляет невероятный характер и забирает камбэк, побеждая состав Хокардика со счетом 12:10.

❤ — если рад за ""дракончиков""",tin/metal sheet,something shocking/extreme,HIGH,"«Жесть» используется в значении «ужас, хаос, трудная ситуация», а не буквально.",20,2025-10-19,https://vk.com/wall-78630688_1410707,-78630688,1410707,slang,Yes,Yes
жесть,"❗️В Волгоградской области объявлена «Беспилотная опасность»

Избегайте открытых участков улиц. Не подходите к окнам.

❕ Жесть Волгоград — подписаться (https://t.me/+PjigxREKsjg0YzJi)
📸 Прислать новость: @Predloga_volgograd_bot",tin/metal sheet,something shocking/extreme,HIGH,"«Треш» используется в значении необычный, эпатажный дизайн, а не буквально что-то плохое или мусор.",0,2025-10-19,https://vk.com/wall-230431304_2062,-230431304,2062,slang,Yes,Yes
жесть,"Конеперевозки Москва, МО и вся РФ
2х местный коневоз Boeckmann Comfort

Работаем 24/7
Перевозки на любые расстояния 
Выезды на старты 
Срочные и плановые поездки в клинику 
Индивидуальные рейсы 
Сборные рейсы 

Тагач- проходимый Ford F-350
Поместится много вещей, сена, амуниции 
Или до 5 сопровождающих 

Помогаем с погрузкой (максимально спокойно и без жести)
По запросу можем помочь на стартах или в клинике, все обсуждаемо 

Звоните-пишите 
8926-213-33-31

Буду благодарен за репост ❤️",tin/metal sheet,something shocking/extreme,HIGH,"«Космос» используется в значении «нечто потрясающее, необычное» — это сленговое использование.",2,2025-10-19,https://vk.com/wall126008715_1154,126008715,1154,slang,Yes,Yes
жесть,"Боец штурмовой роты закидывает ТМку в дом прямо к хохлам в Волчанске. Да, там ещё есть околоживые дома.
В здании стоял пулемет хохлов, из-за чего нашим группам было сложно подойти к элеватору. Теперь путь стал свободнее.

#новости #происшествия #жесть #война #украина #zov #сво 

Больше жести тут 👉 https://t.me/atlant_news",tin/metal sheet,something shocking/extreme,HIGH,"«Дичь» используется в значении «что-то странное, необычное, абсурдное», а не как буквальное значение слова «дичь» (например, дикая птица или животное).",1,2025-10-19,https://vk.com/wall-196881923_33147,-196881923,33147,slang,Yes,Yes
жесть,"Наши бойцы продолжают наносить прицельные удары по позициям ВСУ.

В ходе блиц-операции бойцы подразделения уничтожили ряд важных объектов противника на разных участках фронта.

#новости #происшествия #жесть #война #украина #zov #сво 

Больше жести тут 👉 https://t.me/atlant_news",tin/metal sheet,something shocking/extreme,HIGH,"«Дичь» используется для описания чего-то странного, абсурдного или нелепого в обсуждении.",2,2025-10-19,https://vk.com/wall-196881923_33146,-196881923,33146,slang,Yes,Yes
жесть,"Когда у тебя ☺️спиннинг с тестом 2 до 7😯 гр тащит рыбу🐟 большое 2.5 кг 😬это жесть🤗 спасибо ❤️❤️❤️Ильменский мастеру
Блёсны как всегда на высоте 🙌",tin/metal sheet,something shocking/extreme,HIGH,"«Треш» в данном контексте означает хаос или нечто неприятное, а не буквальное значение слова «мусор».",21,2025-10-19,https://vk.com/wall-196847888_41692,-196847888,41692,slang,Yes,Yes
жесть,"⚡️Перемирие между Израилем и ХАМАС закончилось: Израиль бомбит центр сектора Газа.

#новости #происшествия #жесть #война 

Больше жести тут 👉 https://t.me/atlant_news",tin/metal sheet,something shocking/extreme,HIGH,"В данном контексте «бомба» используется в значении «шикарный, классный». Это выражение восхищения качеством или другим положительным качеством предмета.",3,2025-10-19,https://vk.com/wall-196881923_33144,-196881923,33144,slang,Yes,Yes
жесть,"здравствуйте, до меня доебались мои родители изза моих рисунков, без моего согласия забрали мой скетчбук и начали просматривать мои рисунки

а после доебались изза того, что я жесть рисую
и типо «че за хуйню ты рисуешь, рисуй нормальное что нибудь»",tin/metal sheet,something shocking/extreme,HIGH,"«Жара» в данном контексте употребляется в значении 'трудный период или напряженная ситуация', а не буквальное тепло или высокая температура.",0,2025-10-19,https://vk.com/wall-233289238_22,-233289238,22,slang,Yes,Yes
жесть,"Это уже тенденция нашего района и города..... 
Сидеть без света, интернета, горячей или холодной воды. Жесть.",tin/metal sheet,something shocking/extreme,HIGH,"«Космос» здесь используется в смысле «очень высоко, далеко», то есть цены стали очень высокими в переносном значении.",1,2025-10-19,https://vk.com/wall30578975_4803,30578975,4803,slang,Yes,Yes
