SENTENCE,FULL_CONTEXT,MOVIE_ID,SENT_ID,REGION,YEAR,term
"Ma, I'm off to my big night.","Me in a dress. <i> Ma, I'm off to my big night. </i> Whoa, look at you.",6185084,1544,US,2015,off
"A, don't leave your curtains open, and two, it's kind of hard to miss a bunch of Japanese people running and screaming for their lives.","Were you spying on me? <i> A, don't leave your curtains open, and two, it's kind of hard to miss a bunch of Japanese people running and screaming for their lives. </i> Looked horrible, by the way, all that reading.",6185084,161,US,2015,hard
"Man, I guess I am.","Are you giving me kissing advice? <i> Man, I guess I am. </i> - B.",6185084,1441,US,2015,man
I'm going to kill your mother or your father.,"Do what I say, and you live. <i> I'm going to kill your mother or your father. </i> You have 60 seconds to decide.",4218973,60,US,2011,kill
"All right, so check it.","Paragraph. <i> All right, so check it. </i> My boy BLT owns this joint.",4574956,276,US,2011,check
".. Come on, turn the beat back Turn the beat back..",".. Come on Turn the beat back.. <i> .. Come on, turn the beat back Turn the beat back.. </i> .. Come on, turn the beat back Come on, turn the beat back",186160,723,US,2004,"beat, come"
You have made a mad old woman a very happy mad old women.,""" My dearest Gloria, it was a slice of heaven to finally meet you, my dear. <i> You have made a mad old woman a very happy mad old women. </i> I'll miss you and your beautiful family, but I'll be visiting, just you try and stop me.",3807079,1338,UK,2005,mad
"And Petey's doing very well, turning into quite a confident young man.""","I actually believe he might be a calming influence on her. <i> And Petey's doing very well, turning into quite a confident young man."" </i> Which reminds me of the time, an Englishman, an Irishman, a Scotsman, a Vicar, a Rabbi, and a Priest all walk into a pub, and the barman says:",3807079,1349,UK,2005,man
"- Right, and how does that work?","- Can I have my ticket, please? <i> - Right, and how does that work? </i> Because I gave you a bunch of money to get two tickets, you get...",4629499,628,UK,2012,work
"Not easy, but fire away.","Mr. rose, I hope you're sitting down or at least somewhere where you can faint at Liberty. <i> Not easy, but fire away. </i> [ Miss law] We have a deal.",7039857,892,UK,2016,fire
"Please, come back to us soon.","We hope you enjoy it. <i> Please, come back to us soon. </i> I'll consider it.",7039857,288,UK,2016,come
"I'm over my head, Ed!","I'm gonna fucking go and get what I've earned, I'm gonna get back with Katie and go and get the fuck out of this fucking shit. <i> I'm over my head, Ed! </i> You can't leave, Mike.",4629499,1017,UK,2012,head
How long have you known Eve?,"So you are James, please. <i> How long have you known Eve? </i> Um, just since the start of the summer.",5814259,1227,UK,2014,long
♪ ♪ For everything I long to do,"♪ ♪ They didn't quite succeed <i> ♪ ♪ For everything I long to do </i> ♪ ♪ No matter when, or where, or who",5151994,214,UK,2008,long
Just keep your head down.,Can't stand the wanker. <i> Just keep your head down. </i> And I'm absolutely positivo that we can do this.,5151994,688,UK,2008,head
"On the move to the main, repeat, on the move to the main.","- Roger that. <i> On the move to the main, repeat, on the move to the main. </i> They're on the move.",4398890,201,UK,2011,move
Actually once all the excitement's over the euro will most likely drop in value.,Change it into dollars now and change it into euros whenever. <i> Actually once all the excitement's over the euro will most likely drop in value. </i> So we'll probably get a better exchange rate this way too.,5681039,1270,UK,2004,drop
Would you like to come up and show us?,"Nathan, hiding in the back won't help you. <i> Would you like to come up and show us? </i> Go on, Nathan.",6237485,1054,UK,2014,come
I don't reckon you've got long.,"You failed to maintain your weapon, son. <i> I don't reckon you've got long. </i> I've that before.",4177060,549,UK,2009,long
I'm afraid you're going to have to ask your mum to come in.,Leisure pass. <i> I'm afraid you're going to have to ask your mum to come in. </i> This isn't enough.,5681039,899,UK,2004,come
See that bomb they set off in London?,You should be thankful. <i> See that bomb they set off in London? </i> It was on the news.,6997754,138,UK,2012,"bomb, off"
"Push me up, pull me down.","You can do it. <i> Push me up, pull me down. </i> To the 5, to the 4, to the 3.",4204063,112,UK,2009,pull
"In America, the American forefathers fought the British, beat them hands down, and now what are they?","I mean, look at Israel, created through a violent struggle and now it's an internationally recognised state. <i> In America, the American forefathers fought the British, beat them hands down, and now what are they? </i> They're the biggest superpower on this planet.",6997754,338,UK,2012,beat
Knew I'd kill anyone you put in front of me.,Knew all about my wife. <i> Knew I'd kill anyone you put in front of me. </i> You can use her as an excuse if you want.,6997754,1080,UK,2012,kill
"Let's get that lovely cup of tea we've been promising ourselves, then we'll see what the gorgeous Charlie's been up to all morning.","Right. <i> Let's get that lovely cup of tea we've been promising ourselves, then we'll see what the gorgeous Charlie's been up to all morning. </i> Cut.",4204063,523,UK,2009,tea
"They want me to sign for another 2 years, but it's too long.","* When will we know <i> They want me to sign for another 2 years, but it's too long. </i> I wouldn't be able to do anything else, and there's talk of a couple of films in the pipeline.",4204063,987,UK,2009,long
Harry tells me that you may be an extra in some soap opera.,"You want to be an actor, don't you? <i> Harry tells me that you may be an extra in some soap opera. </i> ( chuckles)",4204063,268,UK,2009,extra
"- That's a nice thing, man.","- It reminds me of Bluey. <i> - That's a nice thing, man. </i> - It's all the bad things, son.",4987950,353,UK,2011,man
This will finish it off nicely...,You are. <i> This will finish it off nicely... </i> - Hey-,4987950,517,UK,2011,off
I'm going to kill you!,My dad gave me him! <i> I'm going to kill you! </i> Hannah.,4987950,870,UK,2011,kill
Then why take off her clothes?,"Hadn't been interfered with, according to Dr. DeBryn. <i> Then why take off her clothes? </i> Maybe the spirit was willing.",4864547,635,UK,2012,off
We always go quiet before a race.,It's a family tradition. <i> We always go quiet before a race. </i> It's part of the preparation.,4683078,105,UK,2012,quiet
He had more than his share of run-ins with the law.,Maybe he knew something. <i> He had more than his share of run-ins with the law. </i> Any evidence?,5052284,893,UK,2002,run
"I'm sorry to have to tell you, sir, but I'm afraid he was found dead this morning.","Oh, yes? <i> I'm sorry to have to tell you, sir, but I'm afraid he was found dead this morning. </i> Dead?",4864547,443,UK,2012,dead
The stick comes in a downward motion.,"That's because they use a downpass. <i> The stick comes in a downward motion. </i> Look, just like... that.",4683078,486,UK,2012,stick
"Come on, we just... we just scratched each other's eyes out in front of millions of people.","Lisa. <i> Come on, we just... we just scratched each other's eyes out in front of millions of people. </i> Yeah, and you also just qualified for the finals with the worst relay I've ever seen.",4683078,1407,UK,2012,come
"♪ So she folded the foil and lit the flame Inhale, exhale out once again","♪ And only heroin was there To take away the pain <i> ♪ So she folded the foil and lit the flame Inhale, exhale out once again </i> ♪ She's on the game They all know her face",6010762,928,UK,2012,lit
"I mean, come on, Liza.","Don't tell me he's got you wrapped around his little finger, okay? <i> I mean, come on, Liza. </i> What the hell is that?",4471635,1064,UK,2010,come
"Come on open up, it's me.","Hello! <i> Come on open up, it's me. </i> You all right?",3121411,42,UK,2006,come
come on are you a virgin?,yeah so are you one? <i> come on are you a virgin? </i> have you fucked anyone?,3121411,309,UK,2006,come
stick your hand out why?,"you've been ages yeah, I had to earn some money, didn't i? <i> stick your hand out why? </i> oh, wicked!",3121411,447,UK,2006,stick
"Next week's no good, man.","We're still on for next week, yeah, bruv? <i> Next week's no good, man. </i> You remember what we said?",4471635,5,UK,2010,man
"WE GET BAD STORMS HERE, IT'S NOTHING TO WORRY ABOUT.","HAVE ENOUGH TO LAST FOR WEEKS. <i> WE GET BAD STORMS HERE, IT'S NOTHING TO WORRY ABOUT. </i> BESIDES, IT COULD BE A LOT WORSE.",5837569,287,UK,2002,bad
"IF IT COMES TO KILL US, WE HAVE TO KILL IT FIRST.","- IF WE HAVE TO... <i> IF IT COMES TO KILL US, WE HAVE TO KILL IT FIRST. </i> I CAN'T DO THAT IF I LOOK AT THIS THING AND SEE OUR FRIEND.",5837569,1134,UK,2002,kill
"OH, COME ON, IT'S BEEN YOUR BIRTHDAY IN BANGKOK FOR HOURS.","SO THERE'S ABSOLUTELY NO CHANCE OF ME GIVING A SPEECH. <i> OH, COME ON, IT'S BEEN YOUR BIRTHDAY IN BANGKOK FOR HOURS. </i> WELL, IF YOU WOULDN'T MIND, I WOULD LIKE TO PROPOSE A TOAST.",5837569,359,UK,2002,come
"- Come on, get those knees up.","Come on. <i> - Come on, get those knees up. </i> Dave Mackay.",6782316,449,UK,2009,come
"Lorraine does, but I think part of it is because she does miss her, but she's got a mad way of showing it.","No way. <i> Lorraine does, but I think part of it is because she does miss her, but she's got a mad way of showing it. </i> ( Lorraine) I don't recall crying at my mum's funeral.",4136037,625,UK,2010,mad
Keep it nice and clean.,7-a-sides. <i> Keep it nice and clean. </i> Hey.,6782316,579,UK,2009,clean
It's not hard to get drugs in prison.,"I was getting it sent in. <i> It's not hard to get drugs in prison. </i> Act 2, Scene 9.",4136037,1000,UK,2010,hard
"I want you to go and find me that player, a wise head.","First thing Monday morning... <i> I want you to go and find me that player, a wise head. </i> - We haven't...",6782316,343,UK,2009,head
Andrew wanted to be with his dad and Lorraine went to live with my Auntie Janine.,"Obviously I'd always been close to me grandma anyway, so I decided that I wanted to be with me grandma. <i> Andrew wanted to be with his dad and Lorraine went to live with my Auntie Janine. </i> Cos they used to get, like, moved.",4136037,645,UK,2010,live
"How does that work, if you don't mind me asking?","Right. <i> How does that work, if you don't mind me asking? </i> Is one of you the bitch, one the daddy?",4527521,205,UK,2012,work
Thought we might start off with a few champagne cocktails.,Of course. <i> Thought we might start off with a few champagne cocktails. </i> Champagne cocktails?,4527521,876,UK,2012,off
"I make you broke, piece by piece.","I watch you die. <i> I make you broke, piece by piece. </i> Who has a condom?",5742017,840,UK,2010,broke
- Why do we get this tool.,They're armed. <i> - Why do we get this tool. </i> My child needs a doctor.,5742017,148,UK,2010,tool
"We'll, um, we'll be in touch.","Well done. <i> We'll, um, we'll be in touch. </i> - Just don't hold your breath.",4107485,632,UK,2010,touch
- You do not know how bad.,The government has totally lost the plot. <i> - You do not know how bad. </i> They do not.,5742017,864,UK,2010,bad
Let's check the trains to St Albans.,Yogi Bear. <i> Let's check the trains to St Albans. </i> We'd better get you home.,6338678,652,UK,2008,check
I left him by himself for too long.,But I got to get back. <i> I left him by himself for too long. </i> I'm sorry.,6338678,873,UK,2008,long
'We bought our flat off the council.,"If you think I can't see you in there, you're mad. <i> 'We bought our flat off the council. </i> 'Smells of chip fat, but Lenny says it'll be a good investment one day,'cos it's within a stone's throw of the City.",6338678,45,UK,2008,off
"Today, the dead have more to say.","For Muslims and Christians, words have no meaning. <i> Today, the dead have more to say. </i> Here, rewind that bit.",6338678,412,UK,2008,dead
He got called out on a job and I'm waiting for him to come home.,"He works in bomb disposal. <i> He got called out on a job and I'm waiting for him to come home. </i> Christ, bomb disposal, eh?",6338678,147,UK,2008,come
He works in bomb disposal.,He's a policeman. <i> He works in bomb disposal. </i> He got called out on a job and I'm waiting for him to come home.,6338678,146,UK,2008,bomb
I cut my arms so I wouldn't give them the satisfaction of dealing out the most pain.,Look at them! <i> I cut my arms so I wouldn't give them the satisfaction of dealing out the most pain. </i> You know why they did it to me?,3345059,1715,UK,2008,cut
I think I really broke my hand.,"He really lost it, man. <i> I think I really broke my hand. </i> Can't feel my dick.",3468388,454,US,2007,broke
"This man, you do not talk about.","You talked about him all the time. <i> This man, you do not talk about. </i> He's amazing, okay?",5697912,779,US,2012,man
"And if she's right, how long before you think she's gonna join these?","Claims it changes everything. <i> And if she's right, how long before you think she's gonna join these? </i> You go in, you get her out.",5891414,105,US,2014,long
Do you have a link to the drone?,"Bravo! <i> Do you have a link to the drone? </i> Yes, we do.",5891414,118,US,2014,link
- To be a better man?,Be better at something? <i> - To be a better man? </i> - Why did you drop me?,5891414,707,US,2014,man
Used to work with Hanley.,Active' 77 to' 08. <i> Used to work with Hanley. </i> I'm on the next plane down.,5891414,184,US,2014,work
Did your dad live at home back then?,"It was fun to hear about it. <i> Did your dad live at home back then? </i> - Yeah, why?",241730,1262,US,2005,live
It's very hard to be a professional player.,"- I wouldn't mind being a pro. <i> It's very hard to be a professional player. </i> As good as even Ivan is, he's not in a league with McEnroe or Connors.",241730,97,US,2005,hard
-[ man 2] Are you sure about that?,- I don't have it yet. <i> -[ man 2] Are you sure about that? </i> - You just came from her apartment.,6692456,966,US,2016,man
Every time you come into the room traveling hairs on my arms.,You have this effect on me. <i> Every time you come into the room traveling hairs on my arms. </i> - As a charge.,5178727,703,US,2010,come
"Dad, take the head and the body and bury them in two separate holes, do you understand?","- Okay. <i> Dad, take the head and the body and bury them in two separate holes, do you understand? </i> The venom will attract other snakes.",5166024,1793,US,2013,head
I want to cut my hair.,( GIGGLING) <i> I want to cut my hair. </i> Today.,5653079,1142,US,2012,cut
"Best thing about it is, I'm gonna come up out of there with a smaller waistline.","Drum's kidney might as well be a distillery, and the boys are just too young. <i> Best thing about it is, I'm gonna come up out of there with a smaller waistline. </i> ( LAUGHING)",5653079,1335,US,2012,come
"Well, if you was smart, you'd quit work.","I'm not stupid. <i> Well, if you was smart, you'd quit work. </i> Promise you won't bring that up every time you call me.",5653079,717,US,2012,work
"Lily, what did I tell you About selling on my beat?","You come with me and relax... and I'll tell you some nice stories. <i> Lily, what did I tell you About selling on my beat? </i> Put it down on the table.",4728198,1201,US,2001,beat
"The expensive wedding, and they drive off into the sunset.","- I'm scared. <i> The expensive wedding, and they drive off into the sunset. </i> Everyone knows it's fake, but they watch it like it's real fucking life.",5450161,443,US,2013,off
"OK, when we come back, we'll go over employee personality testing.","Very good. <i> OK, when we come back, we'll go over employee personality testing. </i> Go ahead, take a break.",5450161,1043,US,2013,come
It's hard to figure women out.,I don't know. <i> It's hard to figure women out. </i> Well...,5340423,686,US,2013,hard
"Yeah, we're 10-5 on that drop.","Yeah, Eagle Shield 32. <i> Yeah, we're 10-5 on that drop. </i> Twenty minutes, 32.",6377252,48,US,2009,drop
We have enough clean kegs for the stuff in the bright tank?,Yo! <i> We have enough clean kegs for the stuff in the bright tank? </i> Luke.,5340423,1499,US,2013,clean
Shoot yourself in the head.,- You heard me. <i> Shoot yourself in the head. </i> Might as well get it over with now.,6801883,904,US,2014,head
"Back in the day that man used this place for mind-numbing, clothing-optional, weeklong orgies, okay?","No. <i> Back in the day that man used this place for mind-numbing, clothing-optional, weeklong orgies, okay? </i> Do you know Dean Martin slept in that bathroom?",3562517,387,US,2009,man
"Honey, he spends every Christmas alone at the Knicks game.","- Shallow? <i> Honey, he spends every Christmas alone at the Knicks game. </i> Yeah, he is all surface.",3562517,1745,US,2009,game
"All right, it looks like a burglary gone bad to me.","Ok, so the way I see it, we got a busted window. <i> All right, it looks like a burglary gone bad to me. </i> I think what Parsons did, he came in, and he surprized them maybe.",4953583,532,US,2013,bad
But I'm sure you didn't come all the way over here to just tell me that.,- Thanks. <i> But I'm sure you didn't come all the way over here to just tell me that. </i> I need to make a move.,4953583,228,US,2013,come
"King 1-2, this isn't gonna work.","We're running on fumes. <i> King 1-2, this isn't gonna work. </i> This is not our night.",3372842,1154,US,2000,work
"Well, I will work every day of my life.","You don't think I have the money? <i> Well, I will work every day of my life. </i> It's not the money.",3546395,798,US,2009,work
Can I pour this drink on your head?,I've helped more patients than you ever will. <i> Can I pour this drink on your head? </i> What is wrong with getting rich?,4109374,128,US,2010,head
"When Agent Griffin Dowd's investigation revealed why this deceased college student was chosen to promote the Kill With Me site, it cost him his life.","The killer did, using his account. <i> When Agent Griffin Dowd's investigation revealed why this deceased college student was chosen to promote the Kill With Me site, it cost him his life. </i> This is James Reilly.",3279503,984,US,2008,kill
I'll come back a little later.,"Oh, you're busy. <i> I'll come back a little later. </i> We have to stop meeting like this.",6185084,863,US,2015,come
That case involved alleged sexual abuse in several state-run correctional facilities throughout the county.,Vincent was best known for his role in the highly publicized Wilshire Barrett case. <i> That case involved alleged sexual abuse in several state-run correctional facilities throughout the county. </i> [ soft thump],4218973,155,US,2011,run
Whittier can't be head cheerleader next year:,"Smith, comma, Whittier: <i> Whittier can't be head cheerleader next year: </i> She's just a freshman:",186160,321,US,2004,head
That was bad luck out there Reverend.,"To me, to me! <i> That was bad luck out there Reverend. </i> - Thank you.",3807079,495,UK,2005,bad
"Alright, who would like a cup of tea?","- Amen. <i> Alright, who would like a cup of tea? </i> - Yeah, we'd better get going.",3807079,336,UK,2005,tea
- You've just been to work.,"I've got work to do. <i> - You've just been to work. </i> I've got to write a speech for that convention,",3807079,105,UK,2005,work
"You may have run out of ideas, but I haven't.","Proving my worth. <i> You may have run out of ideas, but I haven't. </i> - Don't even try talking to him.",4938516,477,UK,2009,run
I knew she was bad news.,Ralph. <i> I knew she was bad news. </i> What?,6910409,844,UK,2014,bad
"There's nothing to worry about, David, that is as long as your questions","Get to it. <i> There's nothing to worry about, David, that is as long as your questions </i> - are properly organized.",7039857,1304,UK,2016,long
[ Woman] So many people feel they have to live their lives by a set of boring old conventions.,"And I'll get back to you when i...[ beeps] <i> [ Woman] So many people feel they have to live their lives by a set of boring old conventions. </i> Here at bonobo house, we don't.",6910409,26,UK,2014,live
I'll bring you a chocolate digestive with your morning tea.,"And if you're very good, <i> I'll bring you a chocolate digestive with your morning tea. </i> Oh, by the way, Zoe's coming to stay tomorrow.",7039857,971,UK,2016,tea
"Director's been booked, and they start casting next week.","And the screenplay is already underway. <i> Director's been booked, and they start casting next week. </i> What do I do?",7039857,1430,UK,2016,booked
"Goes off to live with a tribe in Balochistan, region of Pakistan.","Then he goes home, and finds God. <i> Goes off to live with a tribe in Balochistan, region of Pakistan. </i> A spiritual pilgrimage to the birth place of Ramzi Yousef.",4398890,169,UK,2011,"live, off"
♪ I kick the boy behind to make a little room ♪,♪ Shuffle to the left ♪ <i> ♪ I kick the boy behind to make a little room ♪ </i> ♪ Boogie to the right ♪,5814259,1037,UK,2014,kick
I'll show you your room and then we'll have a nice cup of tea.,That's right... <i> I'll show you your room and then we'll have a nice cup of tea. </i> Come on son...,5151994,284,UK,2008,tea
The size of that school bag.,"Aren't I a fantastic cook, Damian? <i> The size of that school bag. </i> You'll give yourselvesa hernia, is that all homework?",5681039,936,UK,2004,bag
"Move that table, I want to put him in the corner.","Open the door, mate. <i> Move that table, I want to put him in the corner. </i> That's it.",4177060,790,UK,2009,move
like your man Bush said:,"Anyway... <i> like your man Bush said: </i> "" Either you're with us""...",4398890,109,UK,2011,man
They were going to burn it.,"No... no we can't do that. <i> They were going to burn it. </i> Now come on, it isn't the money's fault it got stolen.",5681039,733,UK,2004,burn
"The six of you who score highest will represent Team UK, no"" ifs"", no"" buts"".","And red if you've left the gas on at home or something and you need to leave. <i> The six of you who score highest will represent Team UK, no"" ifs"", no"" buts"". </i> You may begin.",6237485,1186,UK,2014,score
"But as long as people are stupid enough to pay for them, it's all good with me.","I think they're shit. <i> But as long as people are stupid enough to pay for them, it's all good with me. </i> My work represents a positive affirmation of what it is to be gay in the 21st century.",4204063,383,UK,2009,long
What about the Victorian fire tongs?,* When I... <i> What about the Victorian fire tongs? </i> Are they going to set the auction ablaze?,4204063,1776,UK,2009,fire
"Come Wednesday, it was still on the mantelpiece.","So what happened? <i> Come Wednesday, it was still on the mantelpiece. </i> And was about to run it into town myself when one of Rowan's students knocked on the door.",4864547,902,UK,2012,come
I didn't come here to make friends.,How about we just start again? <i> I didn't come here to make friends. </i> - Okay?,4683078,310,UK,2012,come
Shania Andrews has come in as a late replacement for the injured Trix Warren.,"This is the first semi-final of the women's 4 X 100 metre relay, and the big news is that <i> Shania Andrews has come in as a late replacement for the injured Trix Warren. </i> Now that means that Belle Newman moves up to the first leg, Sarah Playaga then Andrews, then Temple.",4683078,1290,UK,2012,come
"This place isn't all that bad, you know.","Thank you. <i> This place isn't all that bad, you know. </i> You just got to give some of us a chance.",4683078,923,UK,2012,bad
"But I live in the real world, Mickey, and you have to make your own happy ending.","The man I want. <i> But I live in the real world, Mickey, and you have to make your own happy ending. </i> What did you expect?",4471635,1271,UK,2010,live
I know who I think that person should be... the man to replace me.,"However... when one man leaves, another steps into his place. <i> I know who I think that person should be... the man to replace me. </i> And I have made my feelings clear to the board of directors.",6782316,29,UK,2009,man
"COME ON, ARE YOU READY TO GET OUT?","OR PARIS, OR L.A. <i> COME ON, ARE YOU READY TO GET OUT? </i> - I GOTTA GO CHANGE.",5837569,91,UK,2002,come
"Come on, eat your carrot soup for your mother.","But it might be important. <i> Come on, eat your carrot soup for your mother. </i> - Hello?",6782316,357,UK,2009,come
DAMIEN AND LUCY ARE DEAD.,"PLEASE LET ME IN, THERE'S STILL TIME. <i> DAMIEN AND LUCY ARE DEAD. </i> PETE, PLEASE.",5837569,1440,UK,2002,dead
So the Cup winners... beat the League champions.,To dismiss the referee's authority in such a manner... cannot be good for the game. <i> So the Cup winners... beat the League champions. </i> William Bremner... your conduct in the Charity Shield match was deplorable... and cannot be tolerated.,6782316,897,UK,2009,beat
"I mean, if he's hitting me really bad now, what's he going to do to the baby?","I've got to get away for good. <i> I mean, if he's hitting me really bad now, what's he going to do to the baby? </i> - He wouldn't harm a baby.",4136037,986,UK,2010,bad
Then we finish off with atrip to Southend.,"Clacton's straight after. <i> Then we finish off with atrip to Southend. </i> We stay the night, get back in town Saturday afternoon.",4527521,524,UK,2012,off
Did you kill these people?,"These are not bad, but as you can see, the heliograph is the future. <i> Did you kill these people? </i> !",4107485,955,UK,2010,kill
"- Run that again for me will you, Gary?","'Whether mother or father,'sister or brother,'parent or child. <i> - Run that again for me will you, Gary? </i> - Is this the one I copied?",6338678,405,UK,2008,run
"And he said, you can come in here if you're scared tonight.","Oh, he told you that, did he? <i> And he said, you can come in here if you're scared tonight. </i> Thank you, precious.",6338678,81,UK,2008,come
There's a man in the footage of the crowds... and I think he's one of the bombers.,"But I need to understand why this happened. <i> There's a man in the footage of the crowds... and I think he's one of the bombers. </i> All the people in those seats are listed as"" missing, presumed dead"".",6338678,460,UK,2008,man
"Well, even terrorists take an occasional weekend off.","I'd have thought you'd have your hands full, fighting Islamic terror. <i> Well, even terrorists take an occasional weekend off. </i> - So, where's that leave you?",6338678,549,UK,2008,off
- You sure you want him dead?,"Yeah. <i> - You sure you want him dead? </i> - Yes, man, are you deaf?",3345059,685,UK,2008,dead
"It's early in the morning and shit, man.","Man, chill the fuck out. <i> It's early in the morning and shit, man. </i> Shit.",3468388,224,US,2007,man
"Yeah, Reggie's out front waiting for us, man.","What? <i> Yeah, Reggie's out front waiting for us, man. </i> We gotta go kill somebody.",3468388,254,US,2007,man
You work with my mom?,"- I'll stay here, it's all fine. <i> You work with my mom? </i> Uh, yes, I do.",5697912,718,US,2012,work
"Mentalities corrupt and dark, brainwashed, and hopelessly blind.","Behind these walls the sorrow is inevitable, as relentless as the passage of time. <i> Mentalities corrupt and dark, brainwashed, and hopelessly blind. </i> Prisons are packed with crowded spaces, lifers and guards with hollow faces.",5536320,1737,US,2014,dark
"You know, super-cheap rent for some help with work around the farm.","Gonna rent half this place out for the summer. <i> You know, super-cheap rent for some help with work around the farm. </i> Clever girl.",3877824,181,US,2009,work
"Inside a cold, dark room of painful solitude is where he will remain.","In my mind, there's a boy who exists in chains. <i> Inside a cold, dark room of painful solitude is where he will remain. </i> Behind these walls the sorrow is inevitable, as relentless as the passage of time.",5536320,1735,US,2014,"cold, dark"
And I was wondering if maybe you wanted to come with me.,"Listen, I've been thinking about it, and I think it would be best if I moved out. <i> And I was wondering if maybe you wanted to come with me. </i> Come with?",3877824,491,US,2009,come
Why do you suppose a father would clean up after his daughter like that?,"Go on. <i> Why do you suppose a father would clean up after his daughter like that? </i> Why would he get rid of the bodies and the cars, and never once, not once ever question why she...",3877824,565,US,2009,clean
I want to talk to you about this man.,I work with The New York Times. <i> I want to talk to you about this man. </i> Arkady Federov.,5891414,207,US,2014,man
We tried to kill him.,He was doing exactly what I would have done. <i> We tried to kill him. </i> He killed us.,5891414,223,US,2014,kill
Come and have a look at this.,Here. <i> Come and have a look at this. </i> I'm not exactly what you'd call a spontaneous person or anything.,6249260,1023,US,2014,come
- Was the screw cap stock?,"- Thanks for the wine, Aaron. <i> - Was the screw cap stock? </i> - He damn well.",5178727,389,US,2010,cap
"I've come all this way for the money, Mr. Witherspoon.","Don't tell me you've come all this way for a handout. <i> I've come all this way for the money, Mr. Witherspoon. </i> All six million dollars of it.",6249260,379,US,2014,come
Do not let him touch you down like that.,"Yes, that's right. <i> Do not let him touch you down like that. </i> It's not just him.",5178727,833,US,2010,touch
"[ Caroline] If you're really going to play this kind of game, it gets really... interesting.","Hmm. <i> [ Caroline] If you're really going to play this kind of game, it gets really... interesting. </i> It gets, um, it gets exciting, sort of.",6692456,904,US,2016,game
Empty is the head that wears the crown.,Beauty's genetic in my family. <i> Empty is the head that wears the crown. </i> I entered the Miss Dairy Queen my senior year.,5653079,882,US,2012,head
"No, but the... the quarter dark is so good.","Come on. <i> No, but the... the quarter dark is so good. </i> Boston Market, that's... that's from our old life, our weak life.",5166024,897,US,2013,dark
Jackson's aunt made the cake in the shape of a giant armadillo.,Nobody's eating it. <i> Jackson's aunt made the cake in the shape of a giant armadillo. </i> ( LAUGHS),5653079,643,US,2012,cake
I want to hit somebody until they feel as bad as I do.,I just want to... <i> I want to hit somebody until they feel as bad as I do. </i> I just want to hit.,5653079,1733,US,2012,"bad, hit"
"( George Cameron)* And when I see the sign* that points one way,* the light we used to pass by every day.*","Ah. <i> ( George Cameron)* And when I see the sign* that points one way,* the light we used to pass by every day.* </i> * Just walk away, Renee.",6406429,156,US,2001,light
"Like, I ripped it with a nail.","Careful. <i> Like, I ripped it with a nail. </i> Okay.",5340423,2280,US,2013,ripped
"I know you wanna kill me, man...","And your fuckin' brother and all of you vultures. <i> I know you wanna kill me, man... </i> Kill you?",6406429,1531,US,2001,"kill, man"
I used to work on the riverboats in the casinos.,"'Cause when I was younger, <i> I used to work on the riverboats in the casinos. </i> What?",5340423,971,US,2013,work
My friends and family didn't come all the way over here to be met with some lacklustre salad.,This is a disaster. <i> My friends and family didn't come all the way over here to be met with some lacklustre salad. </i> Where are the figs?,3562517,482,US,2009,come
With your pretty little agent dead or alive?,"I'm fine with either one of them. <i> With your pretty little agent dead or alive? </i> I can cut her up in a 100 pieces, and mail them back to you one by one.",4953583,476,US,2013,dead
"I just, you know, haven't kissed a man in a long time.","I just haven't- <i> I just, you know, haven't kissed a man in a long time. </i> I just forgot how good it feels.",3546395,397,US,2009,"long, man"
"Robert Shatford Dale Murphy Michael Moran David Sullivan Alfred Pierre may you rest easy, long-liners in fair winds and calm seas.","But any man who sailed with him must've been the better for it. <i> Robert Shatford Dale Murphy Michael Moran David Sullivan Alfred Pierre may you rest easy, long-liners in fair winds and calm seas. </i> For those of us left behind the unmarked grave which is home for those lost at sea is of no consolation.",3372842,1403,US,2000,"calm, long"
"When you called, I thought you were at work... then when I you back, John said you hadn't been in all day.","- What do you mean? <i> When you called, I thought you were at work... then when I you back, John said you hadn't been in all day. </i> I was in Montclair, New Jersey.",145382,1237,US,2000,work
- Do you want to come upstairs?,"I read it. <i> - Do you want to come upstairs? </i> - No, thank you.",145382,971,US,2000,come
Didn't anyone ever tell you it was bad manners... to stare at a girl while she's eating like a pig?,- Yep. <i> Didn't anyone ever tell you it was bad manners... to stare at a girl while she's eating like a pig? </i> This isn't right.,145382,455,US,2000,bad
He went off the Long Beach Pier once.,"- He flipped one on the Harbor Freeway. <i> He went off the Long Beach Pier once. </i> A smooth, easy ride.",135737,1030,US,2000,"long, off"
"- on flawless, cut Natalie K diamonds.","On your stomach! <i> - on flawless, cut Natalie K diamonds. </i> Huge savings on one-karat diamonds.",3279503,88,US,2008,cut
- Why don't you get in there and go for a ride?,- Yeah. <i> - Why don't you get in there and go for a ride? </i> I know what you did.,135737,2300,US,2000,ride
"The latest DNA check on the blood tells us what, Alice?","Hundred miles apart, male, female, different jobs, lifestyles. <i> The latest DNA check on the blood tells us what, Alice? </i> Nothing matches the database so far.",4218973,758,US,2011,check
