sentence,is_slang,slang_words,dataset
"היען. ""קונפה! קומי!"" הוא צעק, אך זה היה מאוחר מדי. היא לא קמה, וזה השאיר לו צלקות לכל החיים. הכל קרה מהר, באיזה חמש דקות, אפילו שתי דקות. ואז זה קרה עוד פעם, וחזר על עצמו שוב ושוב כמו שנגיף נכנס לתוך חיידק ולתוך אתרי פורנו. מה שקרה היה דפוק.קום. מזל שזה לא היה קוף, הוא פחד מעסקי קופים, או בעברית: מאנקי ביזנס. הוא ניסה לשכוח מהכל, אבל לא הצליח, תמיד זה הזכיר לו, בעברית ובאנגלית גם יחד, לפעמים גם בערבית. מזל שהוא לא גר בקלאנסואה. תמיד היו שם שיטפונות, ומורים שיודעים הכל. הוא גר במלוכה בשם כוכב יאיר, אבא שלו היה קבלן, ואימא שלו הייתה לבורנטית, ואהבו אותה. תמיד היא חזרה עם פרחים ובריסטולים ענקיים. ""אנחנו אוהבים אותך"" היה כתוב שם. תמיד חבריו התנהגו אליו כמו לחיית מחמד. היו נותנים לו כאפות על הידיים, שופכים לו חומרי חימצון על השיער, מרימים לו את המכנסיים מעל הגרביים. לפעמים הם גם התחפשו אליו, לא בצורה מעליבה, פשוט היו ממש ממש ממש דומים אליו, רק בלי הקטע של המכנסיים והגרבים. בעצם, הוא לא היה כל כך מאושר. וגם לא עקרת בית. וגם לא קראו לו צ'רלי. לא נורא, יעבור לו, כי אחרי הכל, בכל דור ודור חייב",1,דפוק,Norod78/HebrewStageAndLyricsWithNewLines
יכל לשמוע?. -הגשם לא שמע שבא האביב. -הכל צהוב בחוץ. -נקודה בלי משפט.,1,צהוב,Norod78/HebrewStageAndLyricsWithNewLines
"הרבה יותר?"" הקפה נגמר, ועיישה יוצאת אליה. ""יא בינתי, מה שם אימא שלך?"" ""מרים"", ""ואבא?"" ""דוד, ז""ל"", ""אח כפרה, את לא תספרי לי כלום, הכל אני אומרת לך"". היא ממלמלת משהו והופכת את הכוס.  שעתיים, שלוש. כל מי שנכנסת יוצאת מופתעת, אולי אפילו קצת מפוחדת, ""נו, אמרה לך דברים נכונים?"" הן שואלות אחת את השניה, והשניה תמיד אומרת, ""חבל על הזמן, חבל לך על הזמן"". עינת לא רוצה להשתתף בטקס הזה, מפחיד אותה לחשוב שכמה שהיא כאילו שונה מהן, היא בעצם לא עשתה כלום וכל מה שהיא השיגה הביא אותה למקום שהנשים האלו נמצאות בו, מגיעה לאיזו אישה זקנה שתגלה לה מה מחכה בעתיד. תורה מגיע.  והכורדית אומרת לה כל מה שהיא רוצה לדעת, בעברית לא ברורה כל כך, ""מותק, את, את יש לך אף לאנשים, אחרי הלב שלך תלכי, אל תתני יעבדו עליך. חבל על הזמן, והבחור ששמת עליו עין? שנה הבאה באוקטובר, אם ירצה השם, אתם מתחת לחופה, ותשעה חודשים אחר כך, בלי נדר, בן זכר"". ועינת תוהה על מי היא שמה עין, ויוצאת מהכורדית שמחה, שבאוקטובר חתונה, ותשעה חודשים אחר כך, בן.",1,מפחיד,Norod78/HebrewStageAndLyricsWithNewLines
"תזרום היא אמרה לי ושטה לה על-פני המים הדלילים בלי שום כיוון היא טסה ואני שוחה, משתלב מנסה לזרום והכל זורם סביבי נתקל בעצים, אנשים, מחשבות והם עוצרים לי את הזרימה אליה והיא כבר שם רחוק ""איפה את?"" ""אני זורמת אליך, ממך, לשם רק תזרום ונגיע אל האושר, למפל למקום שבו תעוף"" ואני... עוד לא מצליח לזרום",1,זורם,Norod78/HebrewStageAndLyricsWithNewLines
"שואלים אם הוא היה עשוי מקרח..."" היא אומרת. ""אבל הוא לא."" אני אומר. ""אתה לא רוצה לדעת ממה?"" ""ממה עשוי דילדו? פלסטיק? גומי?"" היא מחייכת חיוך שבור. ""אתה דפוק לגמרי, מיכה שם-משפחה-לא ברור. מה קרה? החלטת לוותר על החיים? אתה מחכה למוות בסבלנות ובינתיים מוצץ כאב מתוק בקשית? המתים יחכו לך, הם לא יברחו. בינתיים אתה כאן. אף-אחד לא יודע מה זה כאן, ואולי הכאן הזה בכלל לא קיים. אולי פה חלום, אולי פה מוות, אולי מציאות וירטואלית, אולי 'סרט' רחב יריעה של אלים, ספר, משחק מחשב... קוס אימך השרמוטה אני מתחרפנת בגללך. אני מסתכלת סביבי ואני בוחרת לראות חומר מוצק, שמיים, גוף, קירות, אספלט, עצים, ירח, וחיים בחומר או ברוח. כל השאר לא גורם לדגדגן שלי לגמור. תביא סיגריה."" היא מעשנת. ככה בחזייה ותחתונים, גוף חטוב, שיער שטני, יפה, לא כמו מלאך, יותר כמו בת-אדם אנושית. יש לה טבור. ""מיכה."" ""מה?"" ""אפשר לקלל אותך קצת?"" ""למה?"" ""סתם בשביל הכיף. נראה לי אתה תופס יותר מידי מעצמך."" ""תני קללה אחת."" ""שתולעים יעשו מסיבה בקיבה שלך ויזמינו את כל החברים שלהם!"" אני עייף. ""לא מצחיק? קללה באידיש. אני מקווה אמרתי נכון."" ""מלי עזבה",1,דפוק,Norod78/HebrewStageAndLyricsWithNewLines
"מת, מתה, חי, חיה, רוצה עוד בירה?"" הדיבורים על אלוהים הא?"" אני מעוצבן. ""מה זה משנה? יש, אין, מהשקית וזורק על עצמי בוקסר עם פלפלים חריפים עליו. ""נגמרו מחפש בארון אחרי בוקסר ישנים, לא מוצא, מוציא את החדשים ומטורפת. ""אני מטומטמת, שכחת? אני לא יודעת מה אני עושה."" אני התחתונים - שלי. וזורקת אותם מהחלון. """"מה את עושה?!"" לך."" היא קמה במרץ, היא מורידה את המכנסיים - שלי, מורידה את ""עד כמה שהרעיון קוסם לי, לא, זה לא מה שרציתי, אבל אם מתחשק ציפיתי לה. ""אז אני אמורה מה? להתחיל לרדת לך במרץ? להתפשט?"" בוגר."" ובוגרת. ""בואי לפחות ננסה!"" ""טוב."" זו תשובה שלא אהיה המנכ""ל של חברת הייטק שלא מקבל זיון בבית."" ""אוי זה משחק תפקידים?"" ""את תהיי הבלונדינית החושנית והמטומטמת, ואני נשחק משחק תפקידים."" ""רעיון טוב!"" היא מתלהבת. ""איזה סוג של את."" ""זה קצת קשה להפסיק להיות אני אתה יודע."" חכמה. ""בואי במיוחד."" ""את יכולה להפסיק להיות כזו לרגע?"" ""כזו איך?"" ""כזו הוא מוות."" ""כן."" ""אז כן, אני מסוגלת לבצע אותם, את האחרון מסוגלת לבצע את שבעת סימני החיים?"" ""אתה מודע לזה שאחד מהם ורפויה. ""את חייה?"" ""זה תלוי איך מסתכלים על זה.""",1,מת,Norod78/HebrewStageAndLyricsWithNewLines
אמרו לי שאני חופר. חופר חופר חופר חופר חופר חופר כן חופר. אז הכנתי טבלה כן כזו שכותבים עם ימים עם שעות עם שמות ופרטים לדעת מתי חפרתי לכם עד בלי די. מתי חפרתי במייל מתי זה היה באס אמ אס מסנג'ר ווואטץ אפ כמובן פופולארים היום הרבה הרבה יותר אבל ברגעי משבר מה שהכי עוזר להרגיע את השטפון הוא שיחה בטלפון. אז עכשיו יש הוכחות ניצחות לחוסר יכולתי להתאפק נותן לעצמי מכה עם המרפק בשעה שאני מסמיק ומתייק  את כל החפירות  במדוייק ומפרט עד לרמת האות שנשלחה לכל דרדק. מצפה שיגמר כאן הברדק מקווה שזה יוציא ממני את החיידק זה של לחפור ולחפור לחפור לחפור לחפור לחפור לחפור לחפור. לא ברור...,1,חופר,Norod78/HebrewStageAndLyricsWithNewLines
"בוג. הבאתי מהבית שלי. זהו. תתניע"" ""מה זה?"" יופי. עכשיו מפזרים אבק כוכבים וקסמים על המכונית. ""נו הבאת לי תיקון?"" לא הביא כלום. סתם חיכיתי. הזה בחלון. כנראה נרדמתי. איזה מפחיד הפרצוף הבלונדיני של העודאבינוחי בגדול. אם אני לא יגיע בזמן לארגן את היומולדת שלה אני יאכל אותה להצחיק אותה קצת ושהיא תגיד יואבושבוש. נועה'לה. הייתי מתקשר אליה עכשיו רק כדי להעביר את הזמן. לילד קיבוצניק הרחפן  יופי הצגה כשימצא אותך עם זין שלוף. מה נעשה? אולי נאונן?  יופי נחמה. יופי רעיונות יש לך. תתני הנכון. בדיוק בתוך העין של החזירה  המטורפת. ישר לאמצע המוח. אולר כזה יכול לעשות עבודה לא רעה אם תוקעים אותו במקום תא כפפות. כלי נשק. משהו. אחד שהפך מכונית והרג  אדם. חזיר בר זה לא פחות חזק מקרנף. במכונית היא לא תתקוף אותי.  בנשיונאל ג'יאוגרפיק היה  קרנף שמעתי  נחרה. ויכולות להרוג בן אדם ועכשיו אביב. התקופה שהן ממליטות. אולי יש פה חזירי בר? אומרים שהנקבות עם הגורים ממש אלימות איזה שקט. עכשיו ילדים נקשיב לקולות היער. אחר כך יהיה מה לספר לניב. שום כפר אנוש על הר אדמונית. אולי זה חדש. משנת 1002 . מפה. תא כפפות מה אין בו.",1,מפחיד,Norod78/HebrewStageAndLyricsWithNewLines
"© 10/30/3 וארבע עיניים כשתיים... בואי אלי עין בעין ובגדי אהובה לבשת, ספקות מלבך כבר הסרת אך בלבך אש בוערת, אז אם אינך משוררת העיקר שתהא ממצה. לא חשוב קטנה או גדולה, שאותי שוב תצית. מחפש רק אהבה אמיתית כי מאלו היו די והותר. אינני מחפש ביטויים יותר",1,אש,Norod78/HebrewStageAndLyricsWithNewLines
"קורטני?"" והוא אמר ""סבבה,"" ""והילדים?"" ""טוב,"" אז אמרתי לו ""מה שמעתי שהרגת את עצמך?"" והוא אמר ""באמת הרגתי את עצמי,"" ושאלתי ""זה לא היה רצח?"" והוא אמר ""אולי,"" אז שאלתי אותו ""אז אתה מת כזה כאילו כזה?"" והוא אמר ""כן,"" אז אמרתי לו ""יש לי בשבילך ארון קבורה מפואר להציע לך אם תרצה, עם טלוויזיה, ספות, ג'קוזי, בריכה, חנייה פרטית..."" אז הוא אמר ""זה בסדר, אני מסתדר,"" אז אמרתי לו ""אני יעשה לך אחלה -בחלה הנחה,"" אז הוא אמר ""לא צריך,"" אז אמרתי לו ""פעם הבאה שתרצה להרוג את עצמך, תפנה אליי, נעשה את זה כמו שצריך, בלי להתיז מוח על שמשות החממה..."" אז הוא אמר ""נחשוב עליך,"" נפרדנו בקרירות כי נראה לי הוא לא אהב אותי במיוחד בגלל מה שאמרתי. אז ישבתי לי בבית קפה פינתי אי-שם במוזמביק, ומה אני רואה? את דוגלס אדאמס אוכל סושי. אמרתי לו ""אהלן דוגי"" והוא אמר ""היי,"" שאלתי אותו ""מה, אתה לא מזהה אותי?"" הוא ענה בכנות שלא. אמרתי לו ""זה אני, שקראתי את הספר שלך לפני שנתיים,"" אז הוא אמר ""אה, נכון,"" אז אמרתי לו ""אבל עדיין לא גמרתי אותו,"" הוא לא ענה, אז שאלתי אותו ""מה שמעתי אתה מת, זה נכון?"" אז הוא אמר ""כן,"" אז אמרתי ""חבל,"" והוא אמר",1,"מת,רצח",Norod78/HebrewStageAndLyricsWithNewLines
"אחרי 9 חודשים תינוק עיוור... ואגמור בשנית והפעם בתוך נסיכה נמה והיא תכנס להריון ותמליט אמשיך  פם...פם...פם...פם...פם...פם... ועיני הנסיכה יעצמו והיא תשקע בשינה עמוקה מאד מאד כי אני פם...פם...פם...פם...פם...פם... ואחר כך נחזור אל השגרה... היא תפסק רגליה ואני אפמפם... ואז תעשה לי אותו דבר... בערך. אבל אגמור רק פעם אחת! והיא תגמור שוב ושוב עד שתיפול שדודה על חזי הרחב, תנפוש מעט המשכר וכשהיא תגמור... אדע שניה לפניה! אסתום חור הפה... שלה עם אצבע... שתהנה גם היא מצוף נרתיקה עמוק ואשתמש בהרבה רוק... בידי הפנויה אענג את שדיה ולעיתים לשוני-לשון על לשון-דגדגן על לשון... אחדור עם לשוני פנימה אבל לא... אלטף בעדינות את השפתיים התחתונות ואחדיר מלחמה, ארד למטה בהדרגה ואלקק הפנימי של הירכיים... קרוב ואז לשוני תיצור קשר עם לשונה ושפתיי יסגרו עליה כמצור בעת אלגום חיידקי צווארה הצחור ואאסוף הלכלוך הלא נראה סביב שפתיה אמצוץ הג'ירפות כמו שמוצצים פין אבל לא אשתמש בשיניים... חשמליים גם בשד השמאלי ואעבור אל הפטמות-זקורות כג'ירפה רק להרגיש.... אלקק מסביב השד הימני, אחוש רעד זרמים אלקק הנקב, אחוש פעימות לב",1,חור,Norod78/HebrewStageAndLyricsWithNewLines
"וליאורה אומרת שאני צריכה להחליט... יותר טוב. למצוץ פיטמה כל פעם שבאה לי סיגריה המצב הכלכלי, בריאותי היה חשוב, עצם המציצה, היניקה, העשן זו המטרה... אולי אם יכולתי סיגריה שלי, לייט, לא לייט, קאמל, מלברו, אלם, טיים, מזה מחורבן, אחרי ותוך כדאי שיחת נפש, בפאב- כי יש אלכוהול, אח... סיגריה של בוקר טוב, של לילה טוב, אחרי סקס מוצלח, אחרי סקס בכלל צריך סיגריה... סיגריה עם קפה, סיגריה, אחרי האוכל, ת'אש...כוס עמק תמיד עד שאני מוצאת את האש הקפה מתקרר לי, למה המים, הם יראו מזה אשכנזיה, הפסקתי לעשן, איפה שמתי בכל צורה להיותי אשכנזיה מבית טוב אני דווקא אשים ת'סוכר אחרי בחרתי לשים אחרי? כי ככה עושים התימנים, ומאחר ואני מתכחשת באמת יש משמעות מתי שמים את הסוכר לפני או אחרי המים, למה אני בידיים, קפה שחור, חזק, אחד סוכר מלמעלה לערבב טוב, מעניין אם להחליט, שאם אני רוצה את הג'וב הזה אז כדאי שאני אקח את עצמי האחרונה שלי ""מוות בן זונה"", ואתמול ליאורה אמרה שאני צריכה בינינו כבר זמן רב, אני אנצח בסוף, שגם כשאקבר ישמעו את הצעקה המוות לא יתפוס אותי בלי מילים, שבמלחמה הארורה שאנחנו מנהלים אולי עדיף שיהיה הספד מוכן",1,אש,Norod78/HebrewStageAndLyricsWithNewLines
"כאן לא מודיעין רק תליתי שלט שככה יהיה לי טוב לא עשיתי כלום כל החברה נטפלים למקטרת שלי במאורה בטורה בורה אבל אין לי מוטיבציה אני מת לריבועים בבטן על החזירים המסתובבים במעגל מאוורר מפזר זפת ספסלים צפים בקפה של המפקח אבל את האדמה מוזגים השמיים עדיין בכד איתותי מורס מתחת לעפעף אחות בית חולים מזנקת להדוף שקדים קונצרט בשר ומכונת יריה גורב צללים ארוכים, מחוררים,",1,מת,Norod78/HebrewStageAndLyricsWithNewLines
"צעיר, ויהיו לך המון בעיות נפשיות. טוראי התגייסת - וטוראי תשתחרר. אתה חייל, אבל אתה גם בכלא, יהיה לך דפוק. וסבא מאוהב, ולו כן כואב הגב. אבא מאוכזב, והשכנה מתמוטטת. כאב חזק ומפלח, וזה לא כאב גב. אל תרים את הסבון, כי אז זה ייכאב. חייל צעיר מנהריה, לכלא 4 נשלח. הוא הלך לכלא 4... חייל מתוסבך. לא סתם חיילת, אלא, מנ-מנ-יאקית, וקצינה. מייד הופיעו ניידות, היא הייתה חיילת במשטרה צבאית. היא אמרה לו דיי. הוא אמר תורידי את החולצה, אני אוריד את הנשק... היא מצמצה אליו.",1,דפוק,Norod78/HebrewStageAndLyricsWithNewLines
"והחבר'ה ימותו על זה. והסכמתי עם עצמי שזה היה אחד הדברים המצחיקים שעשיתי איי פעם בקול רם שוב, תכונה ממש ""מופלאה"". קברתי את עצמי בתוך המעיל, ""תמותו כבר!"" האוטובוס השתתק והפנה מבטים אליי, כנראה שחשבתי אהה, רק שיפסיקו, מה ההמצאות האלה? הם כמו מקדחה ניידת. הנהג שלנו הוא חמוד, הוא ייקח אותנו ליהוד"". הנהג שלנו הוא חביב, הוא ייקח אותנו לתל-אביב ""הנהג שלנו חברה'מן, הוא ייקח אותנו לתימן. או על המושבים האחרים, אף אחד לא נותן לי לישון קיבינימט! אנחנו לא עם ממושמע. בכל פנייה מצאתי את עצמי נמרח על החלון יותר את הטעם בלחגור חגורה באוטובוס - אך מי באמת עושה את זה? נהג האוטובוס היה יותר כמו נהג שודים שבורח מהמשטרה, הבנתי והשתדלתי לשלוח את מחשבותיי רחוק מכאן. במגירות... בין דברים אחרים. בעע... דיי, עצמתי את העיניים לפחות לא הייתה צריך לקנות אף פעם קונדומים, תמיד היו להם והם מצידם מאושרים עד הגג, בטח מזדיינים כל היום. כן, טוב אני שונא אותם! עכשיו אני חוזר בין חמשושים לאחת לשבועיים, לאילת, לצפון, לים המלח, לכל חור, כל עוד אני במרחק מה מהם, להבין את הצד השולח. לא פעם ההורים שלחו אותי בשמחה לכנרת, אותם כי",1,חור,Norod78/HebrewStageAndLyricsWithNewLines
"גושי מחזור שחורים. זה משחרר הערה: פטיש השניצלים החלוד פוגע במהירות בקקה צהוב נוזלי עם אצל כלבים. חשבו על שקנאי, על דרעי, או על תולעת הנגרמת מאכילת שוקולד המתבקשות, חשבו על אוגר קטן  מנקר פטמה. עכשיו שנגמרה המחשבה יש שימוש נרחב לחיות בכלל וחיות פרווה בפרט, אבל חוץ מהדחיפות חלודה? או שבט האל-סאדו? האם כל המוסלמים גוזרים את הדגדגן של ילדותיהן עם מלגזה זה מגרה מאוד. לימון בשביל הרטיבות. לא ענף ישר, אלא ענף עם עשרות שלוחות. הפטיש שלי עם עצמי הוא תקיעת ענף לואגינה מאות פעמים בהוספת פוקים ואגינליים מנגנים שירי ילדים. זה נהדר!!!!!! אחד מהדברים הנפלאים בגוף האישה הם פוקים ואגינליים. תארו לישון עם תחת מגרד סופך לקום עם אצבע מסריחה. בירה, ואז המנדבושקעס השתויים היו מגיעים לרקטום?  אם תלך מה היה קורה אם הבדואים בקניון היו שוברים לי על הכוס בקבוקי לפעמים נפיחות קטנות הן רק אדי רקטום, ולא נפיחות. האם לא? לואגינה הרטובה יתחלד, ואז? כדילדו חלוד, האם ישמש אטרקציה או באתר סקס פרי הדרי לאחרונה ראיתי דילדו קוצני. כשיכנס הוא לאדמדם? ואם בורג חלוד של גניקולוג רועד חודר לפות האישה, כוסה יהפך יטייל בגופי",1,צהוב,Norod78/HebrewStageAndLyricsWithNewLines
"ואני, עוד תקוע. ייקומי, גם השאלה שלו איתה, התרחבה והתנפחה. של הספינקס לא נתנה לי מנוח. כשהרגילה התרחבה ומילאה את כל בהתחלה שסיימתי עם הבה""ד, שכחתי מזה קצת. אבל לאט לאט, השאלה כמו קוץ כזה שאחרי שנתקע בך עוד מעז להשריש? אבל נו, אתה מכיר את זה שמשהו נתקע לך במוח או בלב ולא יוצא? בנהמה קלה, הוא הפנה את ראשו ועף. תקעתי לו מבט ישיר בעיניי החול שלו, וזה כנראה זעזע אותו קצת. 'נסקט""ימבה' )המבין יבין( וקרב מגע. ככה אמרתי לו, מסתכל לו ישר בעיניים כמו שלמדתי בשיעורים של והסיפורים שלך."" להתכונן לטקס, תכף ההורים מגיעים, בח'יית תעזוב אותי, אתה ""תשמע, עזוב אותי טוב? אין לי מצב'רוח לשטויות, אני צריך איפשהו. בטח במשרד הנעול של הרבנות. שטות שלא בדקתי את השטח טוב יותר, הם בטח מרבים אותם פה מצד שני, אם כבר לפגוש ספינקס אכזרי- זה רק בבה""ד 1. עשיתי ""מה הטעם בסיפורים?""  ואז, בעודי אוחז במגבת, הוא שואל אותי במבטו הקר ובלי רחמים: לך תבין את הארץ הזו. שאתה ראית אחד, תושלך ישר לקב""ן ובלי בדיחות על סג""מת בבקשה. כאלו, גם הם נכחדו קצת לפני הנמרים בנגב. אם נניח תספר כצוער, שספינקס הוא יצור בדיוני. משמע, לא קיים ושאם",1,מת,Norod78/HebrewStageAndLyricsWithNewLines
"הסוף ימינה,  בבית אנ'לא נורמלי מתנהג איך שבא מבסוט עד הגג לא מדואג אין לי ממה  פה אני נשאר ומה נשאר עוד לבקש,  השקט האישי שלי שווה את כל הקאש,  נאמן למקור לא ממהר לעקור,  אם חושים של בומרנג תמיד חוזר אל המקום,  איפה נשארה הילדות? שם אני גר,  לאן נעלמה התמימות? הא אני נשאר.  לא משנה לאן הולך...  מי סופר את כל העליות והירידות,  אני זוכר ימים ולילות, תשובות לשאלות, את השעות והדקות במיטה מתחת לפוך,  כשמחוץ לחלון הכל הפוך אור יום נראה חשוך,  מאושר משוחרר במקום שאני גר,  אפילו המחר כבר לא מפחיד הלב נשאר,  הולך בתלם אף פעם לא נכנס להלם,  מחובר לבית גם אם הוא היה ברחוב אלם,  יש ימים לוקח את הרגליים וחותך,  כשהמצב רוח בבית משנה פאזה ומתהפך,  מוויכוחים למריבות לצעקות הכל הולך,  בגלל שמשהו באוויר מתלכלך ומסתבך,  למרות הכל תמיד חוזר תמיד פותר בעיות,  שאת הפתרונות עליהן בחוץ, יש בעיה לגלות,  אני חידוש למילון עם מליון פירושים חדשים להגדרה,  פיזמון שלוש לראש חוזרים הביתה חזרה.  לא משנה לאן הולך...",1,מפחיד,Norod78/HebrewStageAndLyricsWithNewLines
"את הרעש של האוטו, זה מרגיע אותו. ככה, בלילה, בקושי ישן. כל הזמן מבקש סיפורים, עוד כוס מים, עוד פיפי... אבל הוא ילד טוב. רק באוטו הוא ישן, מתוק הא? אז מה, גדוד 57? אני שירתי ב-58. תגיד, חיים עוד נמצא שם במרפאה? עמוס אל תשגע אותו, אתה לא רואה שהילד רוצה לישון? נעיר אותך כשנגיע לצומת קטורה. תראה איך הם ישנים הקטנים האלה. אחד קטן בן שלוש והשני קטן עם מדים. גרישה. איפה הארנק שלי? שיט. איך הכל קורה לי? בטח נפל לי יחד עם הפלאפון כשירדתי מהאוטו שלהם... ואיך אני אמצא אותם עכשיו? למה אני כזה דפוק? מת מרעב... ואיך אני אקנה עכשיו אוכל בלי שקל על התחת? אלונה. תחנת דלק. רק בשביל העיניים האלה אני מסכימה. אתה יודע? החבר שלי לשעבר היו לו עיניים בדיוק כמו שלך. רק קצת יותר כהות. כאלה עיניים אני אוהבת בגבר, כמו של כלבלב. אל תיעלב טוב? זה חמוד, זה כמו גבר שהוא גם קצת עדין כאילו, הבנת? איזה סנדוויץ' אתה רוצה? יש עם סלט ביצים, יש עם גבינה צהובה ויש עם פסטרמה. אני צמחונית אבל בסדר אני אקנה לך. אין לי בעיה, אני לא אוכלת את זה. אתה יודע, גם החבר שלי לשעבר רק בשר היה אוכל. בוקר, צהריים וערב. יש לכם איזה קטע,",1,"דפוק,מת,פיפי",Norod78/HebrewStageAndLyricsWithNewLines
"`למות, הא?`, אומר, שניה אחרי נזכר שרגע, יש מילים שאתה לא אומר ליד מי תמיד שכובה, `כן. אותו השוקלד. למות ממנו. פשוט למות` אני מסתבר. `עדיין?` אני נכנס פנימה והיא שכובה, חצי מהזמן היא על גבול הרצח. יותר שפל מזה אין לכם. יותר כלב ממני גם אין. אפילו אמיתי. אפילו אנושי. אפילו חביב. רצח. פשוט שנאה תהומית סיבה לשנוא אותו. לא תגידו דודו טופז או משהו. פשוט חיוך. החיוך הזה. לא חיוך מתנשא או משהו. זו גם בעיה. אפילו אין לי לשחר, אני שונא אותו עוד יותר. לא מבין איך ככה. איך כל הזמן. לא מרגיש את זה. אבל זה שם. זה כל כך שם. מיום ליום, משחר לחייך?` הוא שאל. מאז אני שונא אותו. הוא לא יודע את זה. הוא שאלתי אותו. `סתם` הוא חייך. הוא תמיד מחייך. `יש סיבה שלא מחויך. פעם עוד ניסיתי להבין למה הוא מחייך. האמת שאפילו המיקום, בדיוק עם אותו החיוך. הוא לוקח איתי כמה קורסים. תמיד השוקולד שחר עם הלחם הלבן בדיוק באותו הספסל, בדיוק באותו שרון יילך לשחק בסרטי פורנו עם כבשים, הבן אדם יאכל את לעיתים אתה חושב שגם אם מחר עראפת יהיה ראש ממשלת ישראל ואריק בחיים שלו הוא לא נגע בשוקולד אחר. כל יום אותו השוקולד. מרוח. שוקולד",1,רצח,Norod78/HebrewStageAndLyricsWithNewLines
"שגם לקחתי איתי חברה אצל הקוסמטיקאית, שתעשה לי שעווה ברגלים, וכן גופיה שחושפת רק עצמה בכיתה ז', שמתי על עצמי מכנסי ""דפוק אותי"" אחרי ביקור אני הכרתי את הנשיקה הראשונה שלי. כמו כל ילדה, שמכבדת את 6 ימים אחרי שהחופש הגדול שלי התחיל. לפני כמה שנים מרתקות, חשוב או משו מופרח כזה. בגלל שהיום ה-62 ליוני, וזה יום חשוב, החדשות היום? הסיבה פשוטה מאד, לי אכפת. ולא בגלל שחדשות זה ובכן, נחזור לסיפורנו. למה, בעצם, צריך להיות לכם אכפת מה מזה, איתכם הסליחה. מה לעשות, שהמחזור שלי מנסה להרוג אותי. אני לא בדיוק מאושרת בימים האלה. יבינו מה הקטע, כולה 5 ימים בחודש של סבל. אז אני קצת עצבנית על כסא העבודה. יום אחד גברים ידממו מהאשכים שלהם ונשים לא כתוב על 9 ערבים שנהרגו היום בשכם. בינתיים אני מתפתלת מכאבים ""נעמי שמר הלכה לעולמה""",1,דפוק,Norod78/HebrewStageAndLyricsWithNewLines
"מה זה משנה לאן אתה הולך ומנין אתה בא בסוף היום גם אתה מגרד בביצים יש לי כדור כזה שעושה הוו וכדור כזה שעושה צוויץ יש לי עט שעושה בלה-בלה ומקלדת שעושה בלו-בלו-בלו-טבעתי בליפ-בלופ מה אכפת לאנשים ממך, יש להם צרות משל עצמם אתה יכול לקום בבוקר עם הזריחה, לעשות קוקוריקו ולחזור לישון לפלוט מהפה כדורי פרווה וללקק לעצמך את הרקטום לעשות הב-הב ו-מו-מו וגם מייאו בליפ-בלופ העט שלי משקשק מקשקש מתקשקש מחשש יש לו מצב-רוח טוב לאיזו מקופלת עם ענבים ומצופים ומקלות קינמון וחרדל כזה שמורחים על העיניים ליפסטיק מסקרה ולק ופודרה אסור לשכוח את הפודרה אל תשכחי את הפודרה! לקה שחורה לציפורניים, הרבה קעקועים גרביונים בלי רכבות עקבים דקים-דקים ארוכים-ארוכים מיני קצרצר מאוד קצרצר שבאמת בלי כוונה יראו לך את התחתונים והם יהיו אדומים כמו ווסת למה מה אתה רוצה אותה בהפוכה? מסתובבת, מחוללת יחפה כמו בריג'יט ברדו כמו גרטה גארבו כמו ג'יימס קאגני על טריפ מאפיונרי כמו מרלין מונרו מקיאה דם גם אתה תקיא דם, כן ותשלשל פיפי דרך פי-הטבעת אתה רודף אחריה כי אתה פשוט לא רוצה לצאת מאנייק  גברים לא זורקים סתם, גברים זורקים עם סטייל",1,פיפי,Norod78/HebrewStageAndLyricsWithNewLines
"בזוית קולט אותה מת ללמד אותה  מה זאת רומנטיקה מהסרטים (לך איתה)  איך היא מזיזה ככה את כל הגוף  ואני מסתכל כבר מדמיין את הטירוף  ערב שלם אני כאן מנסה  מחכה למבט שייתן לי את זה  מהצד השני מוצא את עצמי נמשך  כי את עושה קסמים בליבי אני שלך הלילה  את כל כך יפה  זה לא נורמלי  איך את מטריפה  לאן נכנסתי  אין יותר יפה ממך  אין דברים כאלה בעולם רוקד איתך הלילה  בואי ניסע לא זה לא משנה  העיקר שנברח וביחד נהיה  אורות העיר מרחוק  לא יודעים אם יבוא מחר  איתך אני מרגיש חופשי אני שלך הלילה  את כל כך יפה...  במבט הזה ראיתי את התום בך ליידי  העיניים שלך אומרות לי come to save me  ניגש נוגע בכף ידך כזה אני  או שתעיפי או שתחבבי אותי זה קורה הרגשנו זה הולך ומתעצם  את תתני לי אור ללב אני יודע  בואי תני לי מיופייך המהמם  רגש, קסם אני משתגע  נצמדת אלי והלב פתוח  איזה vibe מאיזה סרט זה לקוח  עפים עם הגרוב בקצב מסחרר  ואת התשוקה אי אפשר לתאר  משיכה קוסמית קשה להשתחרר  אמרת לי בוא ונטוס מכאן למקום אחר  שש..מאמי תקשיבי לי לצד שמאל היופי שלך הופך גבר לכל יכול  לא יכול להשתחרר ממך  זה רק הולך ומתעצם ולא מרפה וזה",1,מת,Norod78/HebrewStageAndLyricsWithNewLines
